ID,Text,Annotation,Comments,Flag,Chair,Annotation values
ParlaMint-SI_2005-12-19-SDZ4-Redna-12.u254,"Hvala za besedo. Spoštovane poslanke, poslanci. Jaz bi še enkrat v tem zaključnem delu predvsem rad poudaril, da vlado in tudi mene osebno kot ministra zanima celovitost rešitev. In zato je mnenje o zakonu takšno, kot je. Tu bi se lahko dejansko ozrli na ustavo. Ustava predvideva v bistvu dve vrsti občin, mestne in druge občine, vendar se v vseh teh desetih letih, odkar ustava to predvideva, ni pri prenosu pristojnosti na mestne občine, kar je verjetno bil namen ustave, ni zgodilo prav ničesar. In tudi ta zakon, ki je danes predlagan, s tega vidika ničesar ne prinaša, vsaj jaz osebno ne vidim, kaj bi lahko dodatnega ta zakon sam po sebi prinašal. In se mi zdi izjemno pomembno, da v trenutku, ko je odprta tudi v tem državnem zboru razprava o pokrajinah, da se tudi ti problemi, za katere se pa strinjam, da so sestavni del vse te zgodbe, rešujejo celovito v sklopu tudi reševanja in upam, vsaj ustanovitve pokrajin, ker v tem smislu bomo naredili korak naprej. Zdaj pa še samo mogoče nekatere navedbe, ki so bile danes, kar zadeva zakon o ustanavljanju občin. Ta je zaostril pogoje, to je dejstvo, je treba prebrati prejšnjo verzijo pa to zdajšnjo verzijo in to bodo tudi nekateri poslanci mi dali zelo jasno vedeti, ali pa so že vedeli. Kar zadeva ustanavljanja dveh kohezijskih regij, jaz res ne vem, v čem dve kohezijski regiji prispevata k neurbanosti; ravno obratno, jaz sem prepričan, da dve kohezijski regiji z notranjega vidika vsekakor prispevata k skladnemu regionalnemu razvoju, in to bo tudi čas pokazal 100%. In mogoče še samo ena stvar, kar zadeva uspešnosti občin. Mi imamo zelo različne občine po velikosti in ničesar ne potrjuje to, ni pravila, ki bi govorilo o tem, da je takšna ali drugačna občina uspešna ali neuspešna. Imamo izjemno uspešne male občine, imamo pa tudi, mislim, da dokaj neuspešne precej velike občine in to sploh ni odvisno od tega. In še enkrat ponavljam, kar zadeva sam predlog zakona - in tu pa tudi apeliram na vse ostalo dogajanje, ki bo sledilo sprejemanju zakonodaje s področja ustanavljanja pokrajin -, da res pričakujem takrat ne samo razpravo in podporo načelno v tej smeri, ampak da bomo res dejansko izpeljali proces ustanavljanja pokrajin, da bomo s tem dejansko izpeljali proces decentralizacije države in skozi to rešili tudi te probleme, ki so povezani s posameznimi urbanimi območji v smislu mest oziroma mestnih občin.",M_Positive,Could also be M_Negative. ,,FALSE,
ParlaMint-SI_2012-10-03-SDZ6-Redna-06.u221,"Hvala lepa, mag. Židan. Zdaj ste že nekajkrat postavili to vprašanje. mene skrbi, ker imamo do konca še 20 odprtih členov oziroma amandmajev in lahko pričakujemo še vašo razpravo, ampak imate vso pravico. Zdaj pa je na vrsti gospod Matevž Frangež.",N_Neutral,"Could just as well be M_Negative, or just P_Neutral",TRUE,TRUE,
ParlaMint-SI_2013-12-13-SDZ6-Izredna-50.u177,"Hvala lepa, gospa Ljudmila Novak. S tem smo končali s predstavitvijo stališč poslanskih skupin. Amandmaji k dopolnjenemu predlogu zakona niso bili vloženi, zato zaključujem drugo obravnavo predloga zakona. Odločanje o predlogu bomo v skladu s časovnim potekom opravili trideset minut po prekinjeni 6. točki dnevnega reda. S tem prekinjam to točko dnevnega reda. In prehajamo na naslednjo, 3. TOČKO DNEVNEGA REDA, TO JE PREDLOG ZAKONA O DOPOLNITVAH ZAKONA O GRADITVI OBJEKTOV PO NUJNEM POSTOPKU. Predlog zakona je v obravnavo zboru vložila Vlada. In za dopolnilno obrazložitev predloga zakona, dajem besedo predstavniku Vlade, državnemu sekretarju mag. Bojanu Babiču. MAG. BOJAN BABIČ: Hvala za besedo. Spoštovane poslanke, poslanci! Vlada Republike Slovenije je na 25. redni seji sprejela sklep, da se pristopi k pripravi in postopku sprejemanja zakona, ki bo uredil pogoje za legalizacijo objektov. Sprejemanja zakona, ki bo določil pogoje za legalizacijo, vendar bi lahko bili lastniki objektov, ki bodo predmet legalizacije in za katere so bile že izdane inšpekcijske odločbe, v neenakopravnem položaju v primerjavi z lastniki objektov, za katere inšpekcijske odločbe še niso bile izdane. Gradbena inšpekcija namreč v primerih izdanih odločb objekte odstranjuje ali izreče prepoved njihove uporabe in pri tem nima pravne podlage za odlog izvršbe v posebnih primerih. Zato je nujen čimprejšnji sprejem predlaganega zakona, s katerim bo omogočena možnost odloga izvršbe inšpekcijskih odločb v posebnih primerih, ob izpolnjevanju zakonsko določenih kriterijev. Predlagana dopolnitev Zakona o graditvi objektov sistemsko ureja pogoje za odlog izvršbe z odločbo izrečenih ukrepov gradbene inšpekcije, in sicer to omogoča pri nelegalnih gradnjah, neskladnih gradnjah in objektih, ki se uporabljajo brez predpisanega uporabnega dovoljenja. To so namreč primeri, v katerih se izreče inšpekcijski ukrep odstranitve objekta in prepovedi njegove uporabe. Možnost odloga izvršbe pa ni možna pri nevarnih gradnjah, saj gre pri takšnih objektih po definiciji Zakona o graditvi objektov za objekte, ki ogrožajo premoženje, zdravje, življenje ljudi, promet, sosednje objekte oziroma njihovo okolico. Izjemne primere odloga izvršbe sicer ureja Zakon o splošnem upravnem postopku - ZUP v svojem 293. členu, ker pa je ZUP splošni zakon, ne ureja posebnih primerov izjemnega odloga izvršbe, kar lahko uredijo le posebni zakoni. ZUP na zahtevo zavezanca omogoči odlog izvršbe samo v primeru, če je bilo vloženo pravno sredstvo zoper odločbo in bi zavezancu zaradi izvršbe lahko nastala nepopravljiva škoda, pri tem pa se pojem nepopravljive škode v upravno-sodni praksi razlaga zelo restriktivno – v primeru nelegalnih gradenj se na primer odstranitev objektov in prepoved njihove uporabe ne štejeta za nepopravljivo škodo. Predlagana sprememba Zakona o graditvi objektov ureja to vprašanje za področje graditve objektov posebej in določbe ZUP na ta način konkretizira. Predlog zakona tako predvideva, da odlog izvršbe gradbena inšpekcija na zahtevo zavezanca dovoli, in sicer največ enkrat, če so izpolnjeni zakonsko določeni pogoji. Pri kriterijih za odlog izvršbe so upoštevani kriteriji, ki se nanašajo na: socialni položaj zavezanca, če gre za stanovanjsko stavbo, v kateri vsaj od začetka inšpekcijskega postopka dejansko in neprekinjeno prebiva inšpekcijski zavezanec ali druge osebe, in nimajo v lasti in posesti drugega primernega stanovanja po merilih, ki jih določa 10. člen stanovanjskega zakona; kadar gre za gospodarsko funkcijo objekta, če se v objektu vsaj od začetka inšpekcijskega postopka neprekinjeno opravlja gospodarska dejavnost in bi zaradi izvršitve inšpekcijskega ukrepa inšpekcijskemu zavezancu grozila hujša gospodarska škoda ali bi bila izvršitev ukrepa neposredni razlog za odpuščanje delavcev; v primeru, da obstaja dejstvo, da je zavezanec predlagal ustrezne spremembe prostorskega akta, ki bodo omogočile pridobitev gradbenega dovoljenja, občina pa je njegovo pobudo že vključila v postopek spremembe prostorskega akta, in se je pisno opredelila, da jo bo upoštevala pri naslednjih spremembah; dejstvo, da je zavezanec vložil popolno zahtevo za izdajo gradbenega dovoljenja. Predpisani roki za odlog izvršbe so: v primeru odloga zaradi socialnega položaja zavezanca in zaradi ohranjanja gospodarske funkcije objekta največ eno leto; v primeru odloga zaradi vložene pobude za spremembo prostorskega akta do uveljavitve prostorskega akta oziroma najdlje 3 leta; v primeru vložene zahteve za izdajo gradbenega dovoljenja do dokončnosti odločbe o zahtevi za izdajo gradbenega dovoljenja. Predlog zakona ne pomeni legalizacijo objektov, pač pa samo odlog izvršitve inšpekcijske odločbe v primerih, ko je inšpekcijska odločba že izdana in je tudi že izvršljiva. Ne glede na predlagani člen pa ima gradbena inšpekcija še naprej podlago za to, da odkriva nezakonito zgrajene objekte, zanje izdaja inšpekcijske odločbe in izreka inšpekcijske ukrepe. Če bo inšpekcijska odločba izdana in bo izvršljiva, inšpekcijski zavezanec pa bo dokazal izpolnjevanje predpisanih pogojev za odlok izvršbe, bo gradbena inšpekcija izdala sklep o odlogu izvršbe in počakala na potek roka za odlog. Pomembno je poudariti, da bo po poteku roka za odlog izvršbe, gradbena inšpekcija že izrečeni inšpekcijski ukrep lahko takoj izvršila. Hvala lepa.",P_Neutral,"Encoding error, two speeches as once. Interpreting just the second one (Mag. Bojan Babič: …), ",,TRUE,
ParlaMint-SI_2010-05-25-SDZ5-Izredna-24.u223,Gospod podpredsednik [[...]],P_Neutral,,,FALSE,
ParlaMint-SI_2013-09-25-SDZ6-Redna-17.u87,"Hvala lepa. Končali smo s predstavitvijo stališč poslanskih skupin. O predlogu sklepa bomo v skladu s časovnim potekom seje Državnega zbora odločali jutri v okviru glasovanj. S tem prekinjam to točko dnevnega reda. Proceduralno? Izvolite, gospod Tonin.",P_Neutral,,,TRUE,
ParlaMint-SI_2004-04-09-SDZ3-Izredna-42.u92,"Očitno je bila ta diskusija zelo koristna, ker je ne samo sedaj, ampak je tudi prej odprla res hude dileme glede tega, kako zaščititi avtorske pravice, na drugi strani pa tudi lastnika, ki je to kupil, mu dopustiti, da razpolaga s to lastnino. In tretje področje je pa seveda še ohranitev avtorstva, torej njegove stvaritve v javnosti. Ni enostavno. Vemo. Ni enostavno neko pravo pot ubrati. Poglejte, mi imamo primere, argonavti so bili predstavljeni, mislim, da ni to najbolj tipičen primer, veliko bolj bi bila piramida v Louvru. Saj je isto, Francozi so se popolnoma skregali, kaj je to. Ampak če pogledate sedaj, to je bil resnični poseg v neko kulturno dediščino s sodobnimi prijemi, s steklom, z drugo dimenzijo, z ravno črto v star stil. Pa vendar se Pariz sedaj prepozna, kakor jaz to razumem, skozi piramido Eifflov stolp. Ta piramida ima zelo visok ""rating"" pri prepoznavanju Pariza ali pa Francije. Če bi takrat rekli ljudem, ali se strinjajo s to piramido, jaz sem prepričan, da bi 95% Parižanov prišlo verjetno z žagami ali pa s krampi, pa bi tisto skopali. Ta primer je dan, ker je nekako najbolj provokativen. Da je bilo dopuščeno spreminjati na dosti hud način. Imamo pa seveda zgradbe, kjer se ne posega na tak radikalen način. Pa je dobro da se posega, in zaradi funkcionalnosti in morda tudi zaradi ugleda. Da bi dopustili to, moramo trasirati pot, ustrezno pravno podlago, da se zaščiti avtorska podoba, njegov ugled, njegova morala, in na drugi strani, da se to dopusti. In očitno nismo našli tako dobre rešitve. Ta amandma Nove Slovenije se dotika in prinaša rešitev, ni pa to čisto za vse. En delček prinese rešitev. Ne pa za vse. Tako predlagam, da v drugem branju sedaj to sprejmemo. Člen je odprt. In morda še pred zadnjim dejanjem naredimo še razmislek in ustrezno dopolnilo, če je potrebno. Ali pa seveda zakon prepustimo, da preložimo obravnavo, da se najdejo res celotne strokovne rešitve, ki terjajo določen čas. To je pač posledica ravnanja na hitro. Vlada na hitro, mi na hitro, in na koncu se nam takole zaustavi. Pa se ne bo verjetno prvič. Bo se še kdaj drugič. Ne bi sedaj rad obešal, kdo je kriv, komu lepil etikete. Zavedati se moramo, ko sprejemamo takšno zakonodajo, da je potreben čas. Tudi ko bomo delali v okviru Evropske unije, si bo treba vzeti čas za to. To so nas tudi opozorili, ko smo bili na obiskih v ostalih parlamentih, da razmislek je potreben.",M_Negative,"In terms of sentiment, I would say that this is a very mixed speech, as it outlines problems and difficulties in the case of copyright acts. I would say it could also be M_Positive. ",TRUE,FALSE,
ParlaMint-SI_2003-10-27-SDZ3-Redna-30.u34,Danes ga bom [[...]],P_Neutral,,,FALSE,
ParlaMint-SI_2010-01-29-SDZ5-Redna-13.u170,"Hvala, gospod predsedujoči. Iz razprave je postalo jasno, da Vlada meni, ima pa za to tudi utemeljen razlog, da z zakonom ne moremo urediti nekaj, kar je sicer vsebinsko čisto na mestu. Če je za gradnjo prioritetnih cest pomemben predvsem nacionalni program, verjetno obstaja metodologija, ki je tudi za to, kar se zahteva s tem zakonom, primernejša. Ni razlogov, da ne bi prisluhnili Vladi pri tem ugovarjanju predlogu zakona. Pri tem bi želel priznati največji opozicijski stranki, da s predlogi, ki jih je danes obrazložila v Državnem zboru, je še enkrat spodbudila eno vsebinsko utemeljeno razpravo. To, kar piše v teh zakonih, mislim, da mirno vsi podpisujemo. To, na kar ste vi danes opozorili, je dejstvo. Tudi sam menim, da brez učinkovitega posredovanja države oziroma Vlade pri hitrejšemu razvoju cestnih povezav, ne bo kohezivne Slovenije, ne bo države, ki bi bila funkcionalno povezana. In tudi primeri, ki jih navajate, so tisti, ki jih jaz, ki prihajam s Primorske, razmeroma poznam in bi se marsičemu pridružil. Ko govorim, da je to priložnost za premislek in za učinkovitejše ravnanje Vlade, bi želel opozoriti na nekaj pomembnih odsekov, brez katerih regionalnega razvoja na nekaterih delih Primorske ne bo. Ko potujem iz Ljubljane proti Ilirski Bistrici in naprej proti Hrvaški, naletim po Jelšanah v Klani na avtocesto, se sprašujemo, katera od dveh sosednjih držav je bolj evropska. Po cestah sodeč, bi rekli, da je Hrvaška, da se na Hrvaškem začne Evropa. Da se začne tam lepa avtocesta, v desetih minutah smo na Reki iz Jelšan, medtem ko potujemo iz Jelšan do Postojne, se zavedamo, da potujemo še v bivši Jugoslaviji. Tega se moramo zavedati, ker ljudje, prebivalci iz bistriškega konca pričakujejo primerno pozornost Vlade. Leta in leta se vleče jara kača o neučinkovitosti in počasnem ukrepanju Vlade in načrtovanju tistih cest, ki bi morale biti nacionalnega pomena. Prvič, zaradi razvojnih faktorjev od Postojne do Jelšan. S primernimi cestami bomo tistemu območju dejansko ponudili tudi priložnost za hitrejši razvoj. Drugič, ker bi končno začeli uresničevati projekt, ki ni le nacionalni, ampak je tudi evropski projekt povezovanja Slovenije z jonsko jadransko avtocesto in bi odpirali tudi Sloveniji dostop, hitrejši dostop do zanimivih tržišč na jugu Balkana do Albanije, do Črne gore, do Grčije itn. Druga sramota, ki jo doživljamo, so ceste sekundarnega značaja, ki so vendarle pomembne pri povezovanju in ob meji, kot je cesta, ki prečka mejo v Sočergi in povezuje koprsko območje z Buzetom. Zakaj je pomembna za nas ta cesta? Že leta je ta cesta za določene tovornjake zaprta, ker ni usposobljena, ni infrastrukturno primerna za varno vožnjo takih tovornjakov, ki prevažajo blago iz Buzeta v Koper. Ampak to blago služi slovenski firmi, Cimosu, ki ima 60% lastnino Cimosa v Buzetu in ki je zdaj prisiljen uporabljati bistveno daljšo cesto za povezavo s Koprom. Domačini že nekaj časa čakajo na rešitev. Ta rešitev ni odvisna le od prometnega resorja, gre za kar nekaj verižnih povezav, notranje ministrstvo in tako dalje, saj tam poteka meja, tega se zavedamo. Ampak želim izkoristiti to priložnost za novo spodbudo v tej smeri. Odsek Idrija-Logatec, bilo je veliko govora. Mislim, da gre za prioriteto, da bo treba povezati Idrijo z ostalo Slovenijo, kajti ta cesta postaja nevarna, nezanesljiva. Prav tako Posočje, ne pozabimo na Posočje. Cesta, ki gre gor ob Soči in povezuje Goriško s Tolminom, Kobaridom, Bovcem, je nevarna. Postaja nevarna in jo je treba opredeliti tudi kot eno izmed prioritet. Pridružujem se temu pozivu, ki je pripravljen v obliki dveh zakonov, o železnicah in o cestah. Mislim, da je tudi primerne oblike, kajti opozicija na tak način, na konstruktiven način opozarja Vlado in koalicijsko večino, da je treba hiteti, da je treba s temi prioritetami nadaljevati resno. In ta del sporočila, recimo, je po mojem hvalevreden in ga tudi podpiram. Razumem pa tudi argumente Vlade, pa tudi to, kar smo slišali, da je metodologija za realizacijo tovrstnih legitimnih pobud je nekoliko drugačna. In morda je bolj učinkovita, če temelji na nacionalnem programu, ki je z operativnega vidika verjetno bolj utemeljen, tudi zakonsko. Tako da pozdravljam to razpravo. Hkrati seveda ne podpiram te metodologije in teh zakonov. Mislim, da bo Vlada vendarle ukrepala in tudi na podlagi te razprave premislila in se učinkovito odzvala. Hvala.",M_Negative,"Mixed sentiment, as the speaker acknowledges the importance of the discussion around the topic, but emphasises the (negative) current state of affairs and uses some relatively harsh negative words (e.g. sramota). ",,FALSE,
ParlaMint-SI_2003-05-26-SDZ3-Redna-26.u58,"Želi še kdo od vaju dopolniti pojasnilo? [[Ne.]] Kolegice Majda Zupan ni, prav tako ne kolega Jerovška, tudi kolega Špindler je odsoten, kolega Mamić, kolega Rupar. Sedaj ima besedo kolega Kontič, ki želi postaviti vprašanje ministru za kmetijstvo, ki je upravičeno odsoten, zato pa bo postavil vprašanje ministru za zdravje, ki bi moral biti navzoč. Kličem ministra za zdravje v dvorano. Z vašim dovoljenjem, kolega Kontič, bomo sekundo ali dve počakali. Prosim ministra za zdravje, da pride v dvorano. Je že tukaj. Samo še kanček potrpežljivosti, kolega Kontič, da minister zasede mesto. Prosim, kolega Kontič, imate besedo.",P_Neutral,Could also be N_Neutral,TRUE,TRUE,
ParlaMint-SI_2017-05-26-SDZ7-Redna-30.u24,"Hvala lepa za besedo, predsedujoči. Spoštovani minister, dragi kolegice in kolegi! Če je bilo v prejšnjem poslanskem vprašanju govora o skritih lastniških deležih oziroma o nedovoljeni lastnini, v določenih korporacijah, je zdaj to moje vprašanje podobno na področju medijev. V medijih sem zasledil, da so novi in hkrati največji in najpomembnejši lastniki družbe Novatv24.si na premišljen način zaobšli zastarelo slovensko medijsko zakonodajo, konkretno Zakon o medijih, ki v 58. členu določa omejevanje koncentracije na način, da mora vsakdo, ki želi pridobiti več kot 20 % lastniškega ali upravljavskega deleža oziroma deleža glasovalnih pravic v premoženju izdajatelja medija, za veljavno sklenitev pravnega posla dobiti predhodno soglasje Ministrstva za kulturo. Te določbe veljajo tudi za tuje pravne in fizične osebe ne glede na to, v kateri državi imajo svoj sedež oziroma stalno prebivališče. Trem madžarskim podjetjem za soglasje ni bilo treba zaprositi, saj ima vsako od njih v lasti le po 15 % družbe Novatv24.si, med sabo pa uradno lastniško niso povezana. Pri celotni zadevi zmoti tudi to, da je lastništvo te družbe že od samega začetka zavito v meglo. Do sedaj je bilo nejasno, v čigavih rokah je bilo okoli 80 % lastništva družbe, ki izdaja televizijo z enim od večjih dosegov. Po plačilu dodatnega kapitala s strani treh omenjenih madžarskih medijskih družb pa še vedno ni znano, kdo je lastnik preostalih približno 40 % delnic. Tega podatka namreč ni možno najti niti v razvidu medijev niti v Uradnem listu niti nikjer drugod. V zvezi s tem me zanima: Ali načrtujete posodobitev medijske zakonodaje, ki bo strožje opredelila omejevanje koncentracije in bo izdajatelje medijev obvezala, da v Uradnem listu objavijo vse fizične ali pravne osebe, ki imajo lastniški delež in ne le tiste, katerih delež je nad 5 %, ker v nasprotnem primeru imamo lahko slamnate lastnike, ki imajo manj kot 5 % in je stvar netransparentna? Drug sporen primer pa je podjetje Media24. V lasti imajo radijske postaje, televizijsko postajo in splošne dnevnoinformativne časopise in revije. Vse te kombinacije so po veljavnem Zakonu o medijih izrecno prepovedane. Svet24 torej javno krši 56., 58. in 59. člen tega Zakona o medijih. Zanima me: Kako je do te kršitve sploh lahko prišlo oziroma kako je Ministrstvo za kulturo te kombinacije vpisalo v razvid medijev? Kaj nameravate storiti, da te nezakonitosti odpravite, ker ste pa bili na to že večkrat opozorjeni? Hvala za vaš odgovor.",Negative,,,FALSE,
ParlaMint-SI_2001-09-25-SDZ3-Redna-08.u112,"Bo vlada na to vprašanje odgovorila pisno ali želi kdo odgovoriti ustno? Minister, prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2018-04-18-SDZ7-Izredna-60.u24,"Besedo ima Poslanska skupina Nove Slovenije – krščanskih demokratov, zanjo gospod Jožef Horvat.",P_Neutral,,,TRUE,
ParlaMint-SI_2002-01-31-SDZ3-Redna-12.u158,"Hvala za besedo, gospod predsednik. Sam moram povedati, da tega amandmaja ne mislim podpreti, mislim pa, da ga tudi ni podprlo matično delovno telo. Ta amandma namreč pravi, da se doda nov peti odstavek, ki se glasi, da lahko minister predpiše podrobnejše pogoje glede zdravstvene ali kakovostne ustreznosti krme, pridelane na kmetijskem gospodarstvu. Osebno sem prepričan in tako sem razpravljal že na samem odboru, da je treba pri takih rešitvah spoštovati načelo legalitete, in sicer v skladu s 120. členom ustave. Prepričan sem, da bi moral že osnovni člen, osnovni zakon vsebovati vsebinske okvirje v okviru katerih lahko potem minister predpisuje neke dodatne pogoje. Če tega v zakonu ni, je potem na podlagi zakona izdani predpis lahko presega sam zakon. Zato ne bom glasoval inše enkrat opozarjam, da je tudi matično delovno telo iz približno enakih razlogov bilo proti. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2008-04-21-SDZ4-Redna-38.u37,Hvala. Gospod Potrč.,P_Neutral,,,TRUE,
ParlaMint-SI_2013-12-11-SDZ6-Izredna-49.u56,Hvala lepa. Besedo ima mag. Ivan Vogrin.,P_Neutral,,,TRUE,
ParlaMint-SI_2003-07-09-SDZ3-Redna-28.u165,"Hvala. Spoštovani gospod minister, pristojen za energetiko. Ustavno sodišče v točki devet obrazložitve svoje odločitve utemeljuje odločitev tudi s tem, da bodo lokalne skupnosti dobile nadomestno prihodke glede na suspendirano nadomestilo za uporabo stavbnih zemljišč v tistem delu, ki se tiče vodnih površin glede energetskih objektov. Tu, seveda, upravičeno citira deseto točko uredbe, ki jo je vlada sprejela 27. februarja. Ni moj namen polemizirati z določbami uredbe in ključi in okvirji za to nadomestilo, vendar pa sprašujem: Kdaj bo vlada realizirala tretji odstavek 8. člena uredbe, ki jo je sprejela? Ta govori, citiram: ""vlada Republike Slovenije upošteva pri sklepanju pogodbe mnenje lokalnih skupnosti na območjih, kjer je koncesija podeljena."" Razen tega, da ste nam, spoštovani gospod minister, posredovali okvirne izračune nadomestila, niste vsem prizadetim lokalnim skupnostim posredovali še nobenega postopka - vsaj seznanjeni nismo, kako naj bi izgledala ta pogodba, da bi sploh povzeli mnenja. Veste, da je problem: občine oziroma lokalne skupnosti ne poznajo niti vseh podatkov, da bi lahko preverjale, če tako rečem, zneske, ki ste jih posredovali. Morate pa razumeti, da so nekatere v nemogoči finančni situaciji, ne prejemajo več 100 milijonov nadomestila, ker ni bila izdana odločba, koncesijskih dajatev pa ne prejemajo, vlada je že za letošnje leto odločila, komu pripada finančna izravnava. To se pravi, ne pridobivajo niti finančne izravnave. Cel kup je pa takih, ki bodo zaradi teh sprememb padle pod sistem finančne izravnave in so v resnih likvidnostnih težavah. Prosil bi za konkreten odgovor.",Negative,"Maybe a bit weak, but still consistently negative.",,FALSE,
ParlaMint-SI_2009-04-08-SDZ5-Izredna-09.u267,"Hvala za besedo. Tisti, ki imate težave z barvanjem in farbanjem, si preberite sklep o izstopu vseh odvetnikov [[...]]",Negative,"Not a lot of context, but with the choice of words, I would say highly sarcastic.",,FALSE,
ParlaMint-SI_2003-04-08-SDZ3-Izredna-30.u369,Hvala lepa. Gospod Sok je želel prej replicirati na izvajanje gospoda Vebra. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2007-11-27-SDZ4-Izredna-31.u120,"[[...]]""kdor bo spremenil...""",N_Neutral,"Again, missing context, but with the quotations, I believe this to have negative connotations.",,FALSE,
ParlaMint-SI_2008-02-26-SDZ4-Redna-36.u246,Hvala. Gospod Josip Bajc bo predstavil stališče Poslanske skupine Slovenske ljudske stranke. Prosim.,P_Neutral,,,TRUE,
