ID;text;tag_tamara;tag_katja;comments_tamara;comments_katja;flagged_tamara;flagged_katja;sent_tamara;sent_katja;chair;final_tag
ParlaMint-SI_2001-04-11-SDZ3-Redna-04.u52;"Hvala lepa. Nisem se imel namena oglasiti, vendar me je k temu spodbudila razprava kolegice iz združene liste. Z njo popolnoma soglašam v tem smislu, da se skozi davčno politiko ilustrira in kaže politika države do vseh segmentov, ne samo do gospodarstva, tudi do negospodarstva, tudi do raznih segmentov, kot so znanost, kultura, prostovoljno gasilstvo in kot so ne nazadnje tudi številna druga delovanja posameznikov v naši družbi. S tega zornega kota tu poudarjam, da je ta sprememba oziroma ta novela zakona izredno škodljiva zlasti za drobno gospodarstvo in za male davčne zavezance. To utemeljujem in tudi sprašujem predstavnika vlade, kako mi bo lahko razložil, da to ni res. Strinjam se, da za velike sisteme praktično ta sprememba niti ne pomeni bistvenega poslabšanja. Za male, se pravi - za tiste davčne zavezance, ki so sedaj lahko imeli obračunsko obdobje mesečno, po novem bodo imeli pa šestmesečno obdobje, pomeni to določeno vezavo sredstev, ki njim niso več na razpolago. Le-ti ne bodo več dobivali vračila preveč plačanega davka v nekih krajših obdobjih, pač pa ga bodo dobili šele v devetmesečnih ali še daljših obdobjih. To, mislim, da je osnovno in najslabše v tem predlogu zakona. Zato, kot pravi predlagatelj oziroma ne vem, kdo je pač govoril, češ, da gospodarstvo ni reagiralo in da je celo soglašalos to spremembo - seveda, veliki sistemi, veliki sistemi imajo mesečni obračun in se za njih zadeva bistveno ne spreminja; dobro, tistih 200.000 tolarjev bodo pač akontirali vnaprej in to za njih verjetno ne pomeni veliko. Za male obrtnike, samozaposlene, le-te pa ta rešitev zelo prizadene in zato nikakor ne morem dvigniti roke za to, kajti na te ljudi stavimo, naše gospodarstvo stavi precej veliko na drobno gospodarstvo, ker je to inovativno, razvojno usmerjeno. Tu jim pa poslovanje in odnos do njih zaostrujemo skozi davčno politiko. Zato še enkrat poudarjam, iz te novele zakona se kaže slab odnos oziroma nerazvojen odnos do te skupine drobnega gospodarstva. Hvala.";Negative;Negative;Although at first the speaker agrees with another MP, the theme and substance is very negative. They agree on the negative.;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2001-06-01-SDZ3-Redna-06.u46;"Hvala za besedo, gospa podpredsednica. Spoštovani! Prvo, kar bi rekel in postavil trditev, je, da ta zakon ni v skladu z evropskimi smernicami, z evropskimi direktivami in je - po moje - v neskladju z evropsko zakonodajo. Če grem po vrsti. Slišali smo ministra, da je to eden od ključnih zakonov ali pa je tisti zadnji, najpomembnejši za zaprtje poglavja o prometu. Prepričan sem, da je minister imel težko nalogo pripraviti ta zakon v takšno obliko, kot je pred nami. Mislim, da zakon kot tak, je v splošnem za podpreti. Sem pa prepričan, da na določenih segmentih pa je v neskladju s smernicami - to je ta trditev, ki sem jo postavil na začetku. Navedel bom kar konkreten primer, da se ne bom preveč sukal okoli zadeve kot maček okoli vrele kaše. Zadostuje, če preberemo 31. in 48. člen. 31. člen ureja poseben linijski prevoz, in to v notranjem cestnem prometu. 48. člen pa poseben linijski prevoz, to se pravi, enako dejavnost v mednarodnem cestnem prometu. Že to, da so domači prevozniki, se pravi, v 31. členu onemogočeni opravljati določene dejavnosti, tuji, ki jih obravnava 48. člen, pa imajo več pravic - je milo rečeno, diskriminatorno do domačih prevoznikov. Poglejte, kaj se teoretično lahko zgodi, lahko pa tudi v praksi. Nekdo, ki ima vŠentilju registrirano dejavnost prevoza potnikov v javnem prometu v domačem okolju, se pravi v Sloveniji, ne bo mogel opravljati posebnega linijskeg prevoza. Tisti, ki bo pa 100 m čez mejo v avstrijskem Šentilju Spielfeldu imel prijavljeno podobno dejavnost, bo pa v Sloveniji lahko opravljal dejavnost posebnega linijskega prevoza. Teoretično govorim. Ampak, pri zakonu je tako, da ga obravnavaš najprej na teoretični plati, potem pa, če je to v praksi izvedljivo. Se pravi, tuji prevozniki bodo lahko v Sloveniji opravljali več storitev kot pa domači. To je zame: prvič, nelogično. Če je pa bilo mišljeno drugače, bi pa prosil, če bi mi potem predstavniki ministrstva to objasnili in se jim, seveda, opravičujem za to trditev. Ampak, zakon se lahko bere tudi tako.Če je bila intenca drugačna, potem prosim, da me opozorite, da me popravite. Če je bila samo intenca vsebine takšna, je pa seveda prav, da o tem danes razpravljamo in po temeljitem premisleku potem tudi glasujemo o amandmajih in pa dopolnitvah, ki so podane. Kajti, če navedem konkreten primer. V 31. členu ni možen poseben linijski prevoz dijakov in študentov, medtem ko 48. člen za mednarodni prevoz - to se pravi, da tuji prevozniki pri nas lahko to opravljajo. Tako se da iz zakona razumeti. Če ni tako, me boste seveda popravili. To namreč pomeni, da ta zakon ščiti monopole, domače, monopole - tisti, ki so si monopole ustvarili, ga bodo lahko obdržali tudi naprej. S tem seveda se ščitijo tudi višje cene, pridobljene pravice in se onemogoča konkurenca, onemogoča se prost trg dela, prosti trg storitev in to je tisto, kar je v nasprotju z evropskimi smernicami. Namreč, tudi do sedaj je to področje bilo zelo elegantno urejeno. Namreč tako, da so monopolisti morali dati soglasje, če so še koga sprejeli, da je opravljal to dejavnost. Mislim, to je v nasprotju z vsako logiko prostega trga. Vsaka delitev dela, če se tako izrazim, ali pa prosti pretok trga, dela in storitev je onemogočena. Sedaj je seveda to malce drugače napisano, ampak vsebina je pa ostala enaka - monopolna za monopole. Res je, da mogoče bi nam Evropska unija ""požegnala"" ta zakon zato, ker za druge prevoznike, se pravi izven Slovenije, bo dovoljeno opravljanje te storitev, za domače pa ne. Mogoče nam bodo zato ""požegnali"", mogoče nam bodo celo hvaležni. Vendar pa, ker mislim, da Evropska unija ne dela te razlike med matično državo in pa med ostalimi državami, ampak gleda kot unija, kot celota ali pa kot področje kot celota, potem to ni v skladu. Razen, če jih bomo prelisičili in seveda to nekako prekrili, da to ni res. Ampak nekaj časa se da skrivati, potem pa verjetno to več ne gre. Menim, da 31. člen je potrebno popraviti, dodati - bom takoj zaključil - vsebino, ki je že bila predlagana, mislim, da celo dva amandmaja to predvidevata. Kajti le na tak način bomo omogočali prosti trg storitev in dela in bomo omogočali konkurenco, ne pa podpirali monopole in onemogočali konkurenco, kar pa je v nasprotju z evropskimi smernicami. Hvala lepa.";Negative;Negative;Strong words. Very negative. ;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2007-06-21-SDZ4-Redna-29.u200;Spoštovane poslanke, spoštovani poslanci, prosim, da zasedete svoja mesta! Prehajamo na glasovanje zbora o predlogih odločitev. Prosim vas, da preverite delovanje svoj glasovalne naprave. V zvezi s prekinjeno 9. točko dnevnega reda vas obveščam, da bo zbor v skladu s 139. členom Poslovnika tretjo obravnavo, to je glasovanje o Predlogu zakona o davku na tonažo, opravil jutri, v petek, 22. junija 2007 v okviru glasovanj. V zvezi s prekinjeno 10. točko dnevnega reda vas obveščam, da bo zbor v skladu s 139. členom Poslovnika tretjo obravnavo, to je glasovanje o Predlog zakona o preprečevanju pranja denarja in financiranja terorizma, opravil jutri, v petek, 22. junija 2007 v okviru glasovanj. Enako velja tudi za 7. točko dnevnega reda, to je za Predlog zakona o lokalnih volitvah Nadaljujemo s prekinjeno 8. točko dnevnega reda, to je z odločanjem o amandmajih v okviru druge obravnave k Predlogu zakona o spremembah in dopolnitvah zakona o lokalni samoupravi. Prehajamo na odločanje o amandmaju Poslanske skupine Socialnih demokratov k 15. členu. Če bo amandma sprejet, postane amandma pod številko 2 brezpredmeten. Glasujemo! Navzočih je 65 poslank in poslancev, za je glasovalo 18, proti 47. [[Za je glasovalo 18.]] [[Proti 47.]] Ugotavljam, da predlagan amandma ni sprejet. Prehajamo na odločanje o amandmaju Poslanske skupine nepovezanih poslancev k istemu, to je 15. členu. Glasujemo. Navzočih je 66 poslank in poslancev, za je glasovalo 18, proti 46. [[Za je glasovalo 18.]] [[Proti 46.]] Ugotavljam, da predlagani amandma ni sprejet. Zaključili smo z odločanjem o amandmajih. S tem zaključujem drugo obravnavo predloga zakona. Ker k predlogu zakona ni bil sprejet noben amandma, bo zbor v skladu s 139. členom Poslovnika tretjo obravnavo, to je glasovanje o predlogu zakona, opravil jutri, v petek 22. junija 2007 v okviru glasovanj. S tem prekinjam to točko dnevnega reda. V zvezi s prekinjeno 6. točko dnevnega reda vas obveščam, da bo zbor v skladu s 139. členom Poslovnika tretjo obravnavo, to je glasovanje o Predlogu zakona o nadzoru državne meje opravil jutri, v petek, 22. junija v okviru glasovanj. Nadaljujemo s prekinjeno 5. točko dnevnega reda, to je z odločanjem o amandmajih v okviru druge obravnave k Predlogu zakona o spremembah in dopolnitvah zakona o zasebne varovanju. Prehajamo na odločanje o amandmaju pod številko 1 Poslanske skupine Slovenske nacionalne stranke k 3. členu. Glasujemo. Navzočih je 67 poslank in poslancev, za je glasovalo 20, proti 44. [[Za je glasovalo 20.]] [[Proti 44.]] Ugotavljam, da predlagani amandma ni sprejet. Prehajamo na odločanje o amandmaju pod številko 2 poslanskih skupin SDS, NSi, SLS in DeSUS k 3. členu. Če bo amandma sprejet, postane amandma pod številko 3 brezpredmeten. Glasujemo. Navzočih je 57 poslank in poslancev, za je glasovalo 48, proti 4. [[Za je glasovalo 48.]] [[Proti 4.]] Ugotavljam, da je amandma sprejet. S tem je amandma pod številko 3 postal brezpredmeten. Prehajamo na odločanje o amandmaju poslanskih skupin SDS, NSi, SLS in DeSUS k 6.a členu. Amandma je vsebinsko povezan z amandmajem istih predlagateljev k 8. členu. Če amandma ne bo sprejet, postane amandma pod številko 1 k 8. členu brezpredmeten. Glasujemo. Navzočih je 63 poslank in poslancev, za je glasovalo 46, proti 11. [[Za je glasovalo 46.]] [[Proti 11.]] Ugotavljam, da je predlagani amandma sprejet. Prehajamo na odločanje o amandmaju poslanskih skupin SDS, NSi, SLS in DeSUS k 8. členu. Glasujemo. Navzočih je 62 poslank in poslancev, za je glasovalo 47, proti 10. [[Za je glasovalo 47.]] [[Proti 10.]] Ugotavljam, da je predlagani amandma sprejet. Prehajamo na odločanje o amandmaju Poslanske skupine Socialnih demokratov k 8. členu. Amandma je vsebinsko povezan z amandmajem istega predlagatelja k 36. členu. Če amandma ne bo sprejet, postane amandma k 36. členu brezpredmeten. Glasujemo. Navzočih je 68 poslank in poslancev, za je glasovalo 21, proti 47. [[Za je glasovalo 21.]] [[Proti 47.]] Ugotavljam, da predlagani amandma ni sprejet. Prehajamo na odločanje o amandmaju Poslanske skupine Slovenske nacionalne stranke k 22. členu. Glasujemo. Navzočih je 67 poslank in poslancev, za je glasovalo 25, proti 39. [[Za je glasovalo 25.]] [[Proti 39.]] Ugotavljam, da predlagani amandma ni sprejet. Prehajamo na odločanje o amandmaju Poslanske skupine Slovenske nacionalne stranke k 28. členu. Glasujemo. Navzočih je 68 poslank in poslancev, za je glasovalo 24, proti 43. [[Za je glasovalo 24.]] [[Proti 43.]] Ugotavljam, da predlagani amandma ni sprejet. Prehajamo na odločanje o amandmaju Poslanske skupine Slovenske nacionalne stranke k 33. členu. Če bo amandma sprejet, postane amandma pod številko 2 brezpredmeten. Glasujemo. Glasujemo. Navzočih je 66 poslank in poslancev, za jih je glasovalo 24, proti 42. [[Za je glasovalo 24.]] [[Proti 42.]] Ugotavljam, da predlagani amandma ni sprejet. Prehajamo na odločanje o amandmaju poslanskih skupin SDS, NSi in DeSUS k 33. členu. Glasujemo. Navzočih je 65 poslank in poslancev, za jih je glasovalo 48, proti 10. [[Za je glasovalo 48.]] [[Proti 10.]] Ugotavljam, da je predlagani amandma sprejet. K 36. členu je amandma brezpredmeten. Prehajamo na odločanje o amandmaju Poslanske skupine Socialnih demokratov k 41. členu. Glasujemo. Navzočih je 69 poslank in poslancev, za jih je glasovalo 25, proti 43. [[Za je glasovalo 25.]] [[Proti 43.]] Ugotavljam, da predlagani amandma ni sprejet. Zaključili smo z odločanjem o amandmajih. S tem zaključujem drugo obravnavo predloga zakona. Besedo dajem predlagatelju predloga zakon, če želi podati predlog za nadaljevanje obravnave. Imate besedo. Izvolite, gospod Zinrajh.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2007-07-11-SDZ4-Redna-30.u380;Hvala, podpredsednik. Glede na to, da amandma, ki so ga vložili kolegi iz Liberalne demokracije, ni bil prejet, čeprav smo ga tudi mi podpirali, ker je sistemsko urejal neko vprašanje, o katerem smo veliko govorili danes, vas pozivam, da vendarle podprete naš amandma. Naš amandma, ki smo ga že pojasnjevali popoldne, omogoča vladi, da seveda ureja nagrajevanje plač in tako naprej določenih specifičnih poklicev, ki so izjemno deficitarni in ki, kot je ureja v predlogu zakona, ne bodo zadovoljeni in bodo še vedno po naši oceni odtekali. Res je, da so neke izboljšave v samem zakonu, tudi v tem členu, ki ga predlaga Vlada z dopolnilom koalicije, ampak so prešibke. Po naši oceni seveda ne bodo zadovoljevale pričakovanj, ki jih imamo s tem zakonom. Gre za pomemben zakon o službi v Slovenski vojski, ki naj bi dokončno uredil status vseh zaposlenih v tej organizaciji, v tej strukturi, ampak seveda tudi omogočal, da tisti poklici, ki so deficitarni, se izločijo iz sistema plač javnih uslužbencev in nagrajujejo drugače. Jaz upam, da boste temu prisluhnili, če ne, mi samemu zakonu, tudi če bo zavrnjen naš amandma, ne bomo nasprotovali, sem že dejal, nekaj izboljšav vendarle vnaša, ampak ga tudi podpirali ne bomo in bomo prepustili koaliciji, da odgovarja povsem zanj. Čez leto dni, kot sem dejal, bomo pa videli, kakšni so bili učinki teh rešitev. Hvala.;M_Negative;M_Negative;Mostly positive, but there are some obvious negatives. Could  also be MP. ;Weird, on one hand requets support and presents improvements that this change could bring, bur at the end the speaker he says that they will neither  support or deny it and lefts off on a semi-negative and sarcastic note.;;1.0;Negative;Negative;FALSE;M_Negative
ParlaMint-SI_2009-10-20-SDZ5-Redna-10.u116;Hvala lepa. Končali smo s predstavitvijo stališč poslanskih skupin. Sledi razprava poslank in poslancev o predlogu zakona v celoti. Gospod Damjan Perme? [[Ne.]] Matjaž Zanoškar? [[Ne.]] Silven Majhenič? [[Ne.]] Gvido Kres? [[Ne.]] Mag. Majda Potrata? Izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2001-10-04-SDZ3-Redna-08.u9;Hvala lepa. Želi besedo predstavnik sekretariata? [[Ne želi.]] Besedo dajem predstavnikom poslanskih skupin, če tako želijo. Prosim, imate besedo v imenu poslanske skupine Socialdemokratske stranke Slovenije. Želi še katera poslanska skupina potem besedo? Da, v imenu Demokratične stranke upokojencev. Prosim? Imate besedo, gospod Tanko.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2013-11-18-SDZ6-Redna-19.u35;Hvala, gospod Šircelj. O vašem predlogu bo Državni zbor odločil jutri, 19. novembra 2013, v okviru glasovanj. Četrto vprašanje bo postavila gospa Marjana Kotnik Poropat, Demokratična stranka upokojencev Slovenije.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2012-11-20-SDZ6-Redna-08.u16;Spoštovane kolegice in kolegi! Osnovni namen sprememb in dopolnitev Obrtnega zakona ima podlago v dveh načelih: načelu prostovoljnega združevanja in načelu enake obravnave zbornic. Novela ima podlago tudi v sami odločitvi članov Obrtne zbornice Slovenije, ki so na posvetovalnem referendumu izglasovali prehod na prostovoljno članstvo. Poleg tega se je vlada odločila, da bo v predlogu zakona spremenila še nekatere druge določbe, ki niso neposredno povezane z ukinitvijo obveznega članstva. Vse to pa ni v celoti usklajeno z Obrtno zbornico Slovenije, pripombe na predlog novela pa ima tudi Gospodarska zbornica Slovenije. Dejstvo je, da je novela nedodelana in iz Obrtne zbornice ustvarja hibrid med zasebno in javno zbornico ter pozablja, da je zbornica nastala iz posameznih članic, ki jih danes imenujemo območne obrtne zbornice, z namenom ustanoviti eno močno obrtno združenje, ki bi zastopalo obrtnike. Zakaj hibrid med javnim in zasebnim? Zato, ker na eni strani novela ukinja obvezno članstvo in se pričakuje, da bo Obrtna zbornica večino svojih prihodkov pridobila na trgu ter s svojimi programi in stališči pridobivala članstvo, ki bi plačevalo članarine. Na drugi strani pa bo Obrtna zbornica na podlagi zakona obdržala status osebe javnega prava ter izvajala naloge javnega pomena, za kar bo vsako leto pridobila proračunska sredstva države zaradi izpada prihodkov iz naslova obvezne članarine. Obrtna zbornica bo ohranila tudi status reprezentativne zbornice, ne glede na število članov ter obdržala celotno premoženje zbornice, ki je bilo ustvarjeno iz naslova prispevkov članov zbornice. Bodimo iskreni, le kdo bo imel interes ustanoviti novo obrtno zbornico, ki bo ustanovljena po drugem zakonu, zakonu o gospodarskih zbornicah, in bo imela status osebe zasebnega prava. Ta zbornica ne bo smela izvajati nalog javnega pomena, ne bo imela možnosti zahtevati delitve skupaj ustvarjenega premoženja, ne bo dobila statusa reprezentativne zbornice obrti, ne glede na številčnost svojega članstva in podobno. V Pozitivni Sloveniji se strinjamo, da je obrtni zakon treba spremeniti, a ne na način, kot to predlagate. Preveč vprašanj je odprtih, preveč nedoslednosti, preveč neznank. Predvsem pa predlog zakona ni usklajen s tistimi, ki jim je namenjen. To pa so območne obrtne zbornice. In teh je kar 62, kolegice in kolegi. Imam občutek, da je bil posvetovalni referendum o ukinitvi obveznega članstva za vas samo alibi, da politično posežete v model, ki ni optimalen, a je veliko večino svojega časa deloval dobro. Če bi se bolje poglobili v materijo, bi mogoče prišli do ugotovitve, da potrebujemo samo obrtno zbornico, ki bo na eni strani opravljala naloge javnega pomena ter na drugi strani zastopala interese članov in nečlanov nasproti države ter izvajala programe in projekte, ki bodo koristili razvoju obrti. V Pozitivni Sloveniji menimo, da bi se moral predlog obrtnega zakona umakniti, začeti nov krog pogajanj med državo in Obrtno zbornico, ki bodo temeljila na odkritem in strokovnem dialogu s ciljem pripraviti usklajen predlog obrtnega zakona, ki bo v korist vseh obrtnikov. Hvala lepa.;Negative;Negative;Disagreement;Explanation of why the changes are needed and why the proposed ammendment needs to be whitdrawn.;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2007-04-23-SDZ4-Redna-27.u47;Hvala lepa za odgovor, gospod minister, za katerega bi želel, da ga samo v treh delih dopolnite. Kot prvo me zanima: Ali res držijo govorice, da Vlada v tišini pripravlja teren za pripojitev Vzajemne k Triglavovi zdravstveni zavarovalnici? Kot drugo me zanima: Ali je res pri pripravi zakona sodelovala odvetniška družba, ki zastopa zavarovalnico Triglav? Kajti, če to drži in če je odgovor na prvo vprašanje pritrdilen, potem je to tako, kot da bi, recimo, največja vladna stranka pripravljala program politične kampanje za največjo opozicijsko stranko. In tretje, kar me zanima, je: Ali je res, da je Vlada nedavno prejela oster opomin glede vodenja postopkov Vzajemne? Tako se govori, jaz samo preverjam vprašanja, ki mi jih postavljajo volivke in volivci. Hvala lepa.;Negative;Negative;I think this is negative, because it is aimed as a controversial question. ;"""I am just asking questions"", but the questions are basically accusations :)";;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2002-06-20-SDZ3-Redna-17.u225;"Samo kratek dostavek, s tem pa tudi potrditev, da se strinjam z vami. Ne glede na vse tisto, kar sem prej povedal, pa skrbi za ustrezno, tudi strokovno ustrezno razporeditev pravih dializnih centrov nefrološka klinika v Ljubljani oziroma njen dializni center; njemu pa je poverjeno, da poda svoje mnenje o tem, kakšne vrste dializni center K je, da ne bi prišlo do pretirane količine preprostih, enostavnejših centrov in potem koncentracije najtežjih bolnikov pa še zmeraj samo na enem mestu v državi.";Positive;Positive;;Very confusing, almost seems like something is missing. The speaker is agreeing with another speaker, seems like an explanation. This could be either P_Neutral, also maybe M_Positive, I would say it is very weak Positive;;1.0;Positive;Positive;FALSE;Positive
ParlaMint-SI_2021-12-27-SDZ8-Izredna-91.u297;Hvala lepa. Sledi predstavitev stališč poslanskih skupin. Stališče Poslanske skupine Slovenske demokratske stranke bo predstavila Alenka Jeraj. Izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2008-04-02-SDZ4-Redna-37.u221;Hvala. Kolega Ivan Jelen bo predstavil stališče Poslanske skupine DeSUS.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u132;Hvala lepa, predsedujoči. Če sem prav jaz razumel, mi do razprave o amandmajih v okviru te točke še nismo prišli in šele bo razprava.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;FALSE;P_Neutral
ParlaMint-SI_2004-03-23-SDZ3-Redna-35.u282;Mir v dvorani!;Negative;Negative;Demand!;Could also be N_Neutral, but as it has exlamation point, I assume Negative;;1.0;Negative;Negative;TRUE;Negative
ParlaMint-SI_2021-12-20-SDZ8-Redna-28.u166;Hvala lepa. Minister ima besedo.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2010-11-15-SDZ5-Redna-22.u99;Ključnih vprašanj je seveda več. Mi smo storili vse, da smo zadržali raven socialne države s stabilnimi prejemki tistim, ki te prejemke pridobivajo. V obdobju najhujše krize smo reagirali s celo vrsto ukrepov, eden od njih je bil tudi draginjski dodatek, ki je omogočal najbolj prizadetim, da so si nekoliko izboljšali svoj položaj. Ni rečeno, da podobnega ne bi ali pa ne bomo storili v prihodnje, če se bo taka potreba ob morebitni zaostritvi pojavila. Trenutno si lahko privoščimo določeno raven transferjev, nad to raven pa enostavno ne moremo iti. Pričakovati je z gospodarsko rastjo, z nadaljevanjem rasti povpraševanja, da se bodo izboljšali tudi javnofinančni prilivi in da se bomo kasneje lahko tudi nekoliko dvignili pokojnine oziroma druge transferje in plače javnim uslužbencem. Če se v trenutku, ko imamo še na razpolago termin, ozremo na vzroke rasti sredstev za pokojnine in razpon škarij med številom zaposlenih in upokojencev, potem je to staranje prebivalstva in problem zgodnjega upokojevanja v 90-ih letih. Takrat je bil režim delovnopravnih razmerij tak, da se je celi vrsti ljudi omogočila hitra upokojitev po zelo nizkih penzijah in po eni strani ti ljudje pritiskajo na pokojninsko blagajno, po drugi strani pa imajo tako nizke penzije, da je dejansko ves čas odprta dilema, ali še en draginjski dodatek, da se jim občasno olajša njihov položaj, ali ne. To je problem, ki ga vlečemo iz prejšnjega desetletja. Rešitev zanj je program aktivne starosti, možnosti različnih projektov, ki bi omogočali tudi delno prezaposlitev in ponovno možnost izboljšanja socialnega položaja z zaključevanjem v različne procese. V obdobju, ko bodo rezultati razvojnega preobrata na dlani, ko bo jasno, da smo dosegli pomemben premik s projekti, ki jih peljemo preko Ministrstva za visoko šolstvo, znanost, tehnologijo in Ministrstva za gospodarstvo, takrat pa bomo lahko targetirali tudi ambicioznejše cilje socialne države, to je morda tudi kakšna višja raven zagarantiranih prejemkov. Hvala lepa.;M_Positive;M_Positive;Half and half. ;This seems to be very mixed - on one hand it seems slightly defensive, on the other slightly positive.;;1.0;Positive;Positive;FALSE;M_Positive
ParlaMint-SI_2019-12-19-SDZ8-Redna-14.u174;Hvala lepa. Končali smo s predstavitvijo stališč poslanskih skupin. Ker amandmaji k dopolnjenemu predlogu zakona niso bili vloženi, zaključujem drugo obravnavo predloga zakona. Odločanje o predlogu zakona bomo v skladu s časovnim potekom seje zbora opravili danes v okviru glasovanj po zaključeni 14. točki dnevnega reda. Prehajamo na 14. TOČKO DNEVNEGA REDA, TO JE NA RAZPRAVO O ODGOVORU MINISTRICE ZA INFRASTRUKTURO V FUNKCIJI MINISTRICE BREZ RESORJA, PRISTOJNE ZA RAZVOJ, STRATEŠKE PROJEKTE IN KOHEZIJO, MAG. ALENKE BRATUŠEK NA POSLANSKO VPRAŠANJE ZVONKA ČERNAČA V ZVEZI S PRIHODNJO FINANČNO PERSPEKTIVO. Državni zbor je na 13. seji sklenil, da opravi razpravo o odgovoru ministrice za infrastrukturo v funkciji ministrice brez resorja, pristojne za razvoj strateške projekte in kohezijo, mag. Alenke Bratušek na poslansko vprašanje Zvonka Černača v zvezi s prihodnjo finančno perspektivo. Besedo dajem Zvonku Černaču za dopolnilno obrazložitev predloga za razpravo v odgovoru ministrice. Izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2021-12-17-SDZ8-Redna-28.u144;Hvala lepa. Predlagam, da gremo naprej. Besedo ima dr. Franc Trček, pripravi naj se Primož Siter. Izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
