id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag
75,Izpust večjega števila obsojenih ljudi v obstoječih izrednih razmerah lahko občutno poslabša varnostno situacijo.,2023-02-28 11:19:56,,Clear opinion.,Negative,2023-02-28 11:14:17,,Argumennt,Negative,2023-02-28 11:18:53,,,Negative,Clear negative opinion. ,Negative opinion.,Negative opinion.,Negative
76,"In sramotno je, da ste si dovolili tak kolaps.",2023-02-28 11:20:14,,Very strong negative opinion.,Negative,2023-02-28 11:14:28,,,Negative,2023-02-28 11:18:58,,,Negative,Clear negative opinion. ,Negative opinion.,Negative opinion.,Negative
77,"Tako razpisani referendum je lahko tudi le politična poteza, je lahko le pridobivanje glasov volivk in volivcev, ali pa nagajanje vladajoči koaliciji, ki jo ustvarjajo opozicijske stranke.",2023-02-28 11:21:22,,Could also be N_neutral.,Negative,2023-02-28 11:15:11,1.0,Speaker opinion,N_Neutral,2023-02-28 11:19:14,,,Negative,"Could be neutral, but I think opinion is implied. Negative","Speaker opinion, but mostly negativ","I agree that it could be neutral, however the classic ""nagajanje vladajoči koaliciji"" to me signals very clear negative opinion, so I would stick with Negative",Negative
78,"Popolnoma jasno je, da tudi neupoštevanje in zanikanje stroke vodi v avtoritarnost, čemur smo s strani aktualne vlade priča praktično vsak dan.",2023-02-28 11:21:34,,,Negative,2023-02-28 11:16:30,,Argumennt about political climate in the country,Negative,2023-02-28 11:19:35,,,Negative,Clear negative opinion. ,"Negativ, argumennt about political climate in the country",Very clear negative opinion,Negative
79,In tega verjetno dokler Slovenija ne bo dobila desno sredinske vlade ne bo mogoče.,2023-02-28 11:22:10,,,Negative,2023-02-28 11:16:49,,,Negative,2023-02-28 11:20:16,,Direct opinion of the speaker,Negative,Clear negative opinion. ,Clear negative opinion. ,Very clear negative opinion,Negative
80,"Povedala bom še eno situacijo, ne bom pa povedala, na kateri šoli se je zgodila.",2023-02-28 11:22:39,,"First part positive, second negative.",M_Positive,2023-02-28 11:17:53,,She decline to tell whole story,M_Negative,2023-02-28 11:20:49,,"Statement, no direct sentiment, but implied negative connotation.",N_Neutral,"First part positive, second negative.May be negative because she omits an information. M_Negative",Speech of the speakr but negativ becasue she decline to tell whole story. So it's mix for me but negativ.,"Here it is very hard for me to agree that there are two sentiments present. I think that the fact she said ""ne bom pa povedala na kateri šoli..."" seems to me that there is something negative she is trying to cover up. In addition, I see the first part as sentiment-free, so I would stick with my initial tag (we will probably use majority vote here). ",M_Negative
81,V letošnjem oziroma zadnjem rebalansu proračuna je bila za črpanje predvidena milijarda evrov sredstev Evropske unije.,2023-02-28 11:22:48,,,Positive,2023-02-28 11:18:04,,,Positive,2023-02-28 11:21:17,,"Statement, implied negative connotation.",N_Neutral,"The sentance itself is positive, with context could be perceived as negative. Positive","The speech is without the addition of sentiment, but it talks about generally positive matters, so I rated it as Positive","I agree, the sentnece in itself is positive, would change it to Positive",Positive
82,"Prepričani smo, da se da ta predlog tudi delno popraviti in uskladiti ter narediti kompromis, ki bo sprejemljiv za vse.",2023-02-28 11:22:55,,,Positive,2023-02-28 11:18:24,,,Positive,2023-02-28 11:22:00,,"Semi-direct opinion, positive connotation.",P_Neutral,"Expressed opinion, with positive sentiment. Positive",Speaker opinion,"I agree, I missed the ""prepričani smo"", which yes, signals clear positive sentiment. Positive",Positive
83,"Očitno ni bila na seji odbora oziroma je nekako narobe razumela, kaj smo govorili.",2023-02-28 11:23:22,,No actual opinion but implied negative.,N_Neutral,2023-02-28 11:18:44,,Speaker opinion,N_Neutral,2023-02-28 11:22:17,,Might be sarcasm.,Negative,"Maybe implied opinion, so I am between N_Neutral and maybe negative. N_Neutral",Agree with Katja,Implied opinion - would change to N_Neutral,N_Neutral
84,"Ob tem pa je zanimivo pomisliti, mislim, da je dokaj znan rek ali pa vsebina, ki se glasi: Pokaži mi junaka in pokažem ti tragedijo.",2023-02-28 11:24:15,,"No opinion, but negative connotation. Could be just negative.",N_Neutral,2023-02-28 11:19:14,,S,Negative,2023-02-28 11:24:36,1.0,"No direct opinion, but implied negative connotation, maybe even slight sarcasm.",N_Neutral,"No direct opinion, thats why neutral. But negative sentiment. N_Neutral",I would say that the speach was meant as Sarcasem and would not chagne it from Negativ +S,"No direct opition, neutral, implied negative sentiment, N_Neutral",N_Neutral
85,Predlog novele Zakona o dohodnini se nanaša na tri vsebinska področja.,2023-02-28 11:24:44,,"Neutrel, but if I have to choose -positive.",P_Neutral,2023-02-28 11:19:46,0.0,,P_Neutral,2023-02-28 11:25:39,,"No sentiment, factual statement, and no negative connotation.",P_Neutral,"No opinion, factual, but also nothing negative. P_Neutral","No sentiment, factual statement, and no negative connotation.",Agreement,P_Neutral
86,"Sicer pa je celotna ta sprememba neusklajena s trenutno notranjo organizacijo Banke Slovenije, kjer viceguvernerji niso več odgovorni za posamezna področja, vendar so za to odgovorni izvršni direktorji.",2023-02-28 11:25:13,,No opinion.,N_Neutral,2023-02-28 11:20:17,,Speaker opinion,Negative,2023-02-28 11:26:25,,"Statement, negative connotation",N_Neutral,"No opinion, thats why neutral, but has negative sentiment. N_Neutral",Statment is for me negativ in first and second part,"Statement, negative connotation, N_Neutral",N_Neutral
87,"Če to ni alarm, a očitno ni, in če to ni potrebno neke zakonodajne korekcije, prav, saj boste vi glasovali, verjetno proti.",2023-02-28 11:25:31,,Sarcasm.,Negative,2023-02-28 11:20:36,,Argumennt,Negative,2023-02-28 11:26:49,,Sarcasm,Negative,Strong negative sentiment + sarcasm. ,Strong negative sentiment + sarcasm. ,Negative + sarcasm; Negative(S),Negative(S)
88,"Ali niso zaznali problema, ali pa ne vem, kaj delajo socialni delavci na šolah.",2023-02-28 11:25:52,,Clear negative + sarcasm.,Negative,2023-02-28 11:20:49,,S,Negative,2023-02-28 11:26:58,,Sarcasm.,Negative,Strong negative sentiment + sarcasm. ,Strong negative sentiment + sarcasm. ,Negative + sarcasm; Negative(S),Negative(S)
89,"To je pa spet krivda udbomafije, golobičev, kučanov, jankovićev in tako naprej.",2023-02-28 11:26:14,,Sarcasm.,Negative,2023-02-28 11:21:01,,S,Negative,2023-02-28 11:27:14,,Sarcasm,Negative,Strong negative sentiment + sarcasm. ,Strong negative sentiment + sarcasm. ,Negative + sarcasm; Negative(S),Negative(S)
90,"Če smo pri tem, česa se kdo spomni, jaz se spomnim, kako je bežati iz območja, kjer te nekdo želi ubiti.",2023-02-28 11:26:32,,Could be sarcasm.,Negative,2023-02-28 11:21:19,,Speaker opinion,Negative,2023-02-28 11:27:33,,,Negative,Strong negative sentiment +  could be sarcasm. ,Strong negative sentiment +  could be sarcasm. ,"Very negative sentiment, maybe slight sarcasm; Negative",Negative(S)
91,"To je edina hiša, ki še ni obnovljena in dobesedno kazi ta prostor.",2023-02-28 11:26:42,,,Negative,2023-02-28 11:21:38,,,N_Neutral,2023-02-28 11:27:40,,,Negative,"Negative sentiment, with implied opinion. ","Speakr opinion, with maybe negativ second part.","Implied opition, negative; would stick with Negative",Negative
92,"Pokazal je, da je ravno njegova politika neomajen branilec politične nesnage in zaščitnik nedotakljivih.",2023-02-28 11:26:50,,,Negative,2023-02-28 11:22:20,,Speaker opinion,Negative,2023-02-28 11:27:59,,Sarcasm,Negative,Strong negative sentiment. ,Strong negative sentiment. ,"Negative sentiment, implied opinion; Negative",Negative
93,"Tudi po podatkih in poročilih Doing Business Svetovne banke za leto 2015 je sodna izterjava v Sloveniji neuspešna, neučinkovita.",2023-02-28 11:26:57,,,Negative,2023-02-28 11:22:43,,Speaker opinion,Negative,2023-02-28 11:28:13,,,Negative,Strong negative sentiment. ,Strong negative sentiment. ,"Negative sentiment, implied opinion; Negative",Negative
94,"Zato, kot sem rekla, bodo predvsem naše aktivnosti usmerjene v ozaveščanje in pa izobraževanje kmetov.",2023-02-28 11:27:16,,,Positive,2023-02-28 11:22:56,,,Positive,2023-02-28 11:28:38,,"No direct opinion, but to positive connotation",P_Neutral,Implied opinion + positive sentiment. Positive,Agree with Katja,"I agree that the tone is overall positive, would change to Positive.",Positive
95,"In investiralo se bo v 13 slovenskih bolnic, in to za njihovo energetsko varčnost.",2023-02-28 11:27:35,,No opinion.,P_Neutral,2023-02-28 11:23:07,,,Positive,2023-02-28 11:28:56,,,Positive,"No direct opinion, but positive sentiment.  P_Neutral","No opinion, but i would say it mostly positiv","I would say that ""in to za njihovo.."" would imply speakers opinion and the done is overall positive; would stick with Positive.",Positive
96,"Ne rečem, da so absolutno pravilni in da se jih ne sme amandmirati.",2023-02-28 11:28:22,,,P_Neutral,2023-02-28 11:23:25,,Speaker opinion,M_Positive,2023-02-28 11:29:29,,"Negation, defence, negative connotation",N_Neutral,"I'd say it leans on the positive side, but very neutral. P_Neutral","Speaker opinion I would say it's Positiv, but It could be maybe P_Neutral","To me it still feels defensive, and I really cannot see positive connotation, mostly neutral, so I would stick with N_Neutral (might need majority vote).",P_Neutral
97,"Predvsem zato, ker je Levica začela brati Sveto pismo in citirati papeža Frančiška.",2023-02-28 11:28:38,,Sarcasm.,Negative,2023-02-28 11:23:44,,S,Negative,2023-02-28 11:29:51,,Sarcasm,Negative,Strong netaive sentiment + sarcasm. ,Strong netaive sentiment + sarcasm. ,Negative + sarcasm; Negative(S),Negative(S)
98,"Včasih govorimo, da ne dejemo pooblastil, zdaj jih dajemo očitno preveč.",2023-02-28 11:28:58,,Could be sarcasm.,Negative,2023-02-28 11:24:05,,S,Negative,2023-02-28 11:30:54,,"Possible sarcasm, defence",Negative,Strong negative sentiment + sarcasm. ,Strong negative sentiment + sarcasm. ,Negative + sarcasm; Negative(S),Negative(S)
99,"Delavci ne plačujejo istega prispevka kot delojemalci, posamezniki v Državnem zboru pa grozijo in stvari povezujejo z nekimi drugimi stvarmi.",2023-02-28 11:29:16,,Opinion?,N_Neutral,2023-02-28 11:24:38,,Argumennt of the speaker,M_Negative,2023-02-28 11:31:19,,,Negative,"Factual statment, with no opinion by speaker, but negative sentiment. N_Neutral",Argumennt of the speaker which is more negative,"I would say that  the overall tone of the sentence is negative, with the wording of the speech (""posamezniki v Državnem zboru pa grozijo..."") at least implies if not reveal the underlying opinion of the speaker. I would stick with Negative.",N_Neutral
100,"Po naši oceni bi bilo seveda te kriterije potrebno in pa smiselno izpustiti, tako da bi ostala [[...]]",2023-02-28 11:29:46,,,Negative,2023-02-28 11:25:00,1.0,,M_Positive,2023-02-28 11:32:29,1.0,"Statement, semi-direct opinion, but no explicit sentiment.",N_Neutral,Implied opinion + negative sentiment.  N_Neutral,Opinion which is for me more on the Positiv side,"I agree that it is at least semi-direct expressed opinion (""Po naši"") but  I also feel like it is still very neutral, also part of the sentence is cut-off, so without further context I would stick with N_Neutral",N_Neutral
