ID,Text,Annotation,Comments,Flag,Chair,Annotation values
ParlaMint-SI_2010-10-19-SDZ5-Redna-21.u253,"Obrazložil bom glas zaradi tega, ker je bila ta obrazložitev pomanjkljiva, ker želim, da je slovenska javnost obveščena, da se tam neki menedžerji, ki so bili kandidati vaše stranke, in z njimi povezani nekateri poslanci in tako naprej, poslanska imena, gredo dobičkarstvo na račun splošne nevarnosti, da se lahko zgodi, da bo preplavilo Dravsko polje, da bodo izgubljena življenja v Kidričevem, v Talumu. Takšno igračkanje s človeškimi usodami je neodgovorno in se ga ne gredo nikjer v celem svetu. Edino vaša stranka to podpira in vaše stranke. In to je treba poudariti in upam, da boste podprli enkrat to, da so eni vsemogočni, da si dovolijo lahko ves plen vsega denarja na račun družbe, na račun splošne nevarnosti, kajti rdeče blato, 2 milijona ton rdečega blata v Kidričevem je, če ""ga diraš"", kot bi rekli po neslovensko, je splošna nevarnost, kajti iz trdnega stanja se zaradi fizikalne lastnosti tiksotropije lahko spremeni v tekočino. In to se je zgodilo na Madžarskem, ta katastrofa, ki je povzročila izgubo življenj in splošno katastrofo. In če bodo dobički in pridobitništvo na račun države pred tem, pred interesi družbe in zaščito življenj, potem ne vem, kam plovemo v tej državi. Treba je jasno in glasno povedati, nekateri vaši ljudje se gredo nedovoljene stvari v tej državi. In vas pozivam, da glasujete za splošno razpravo, kajti temu je treba narediti konec. Hvala lepa.",Negative,,,FALSE,
ParlaMint-SI_2012-09-26-SDZ6-Redna-06.u296,"Dobro. Glasujemo o predlogu sklepa. Navzočih je 80 poslank in poslancev, za je glasovalo 50, proti 30. [[Za je glasovalo 50.]] [[Proti 30.]] Ugotavljam, da je Državni zbor predlagani sklep sprejel, zato bo predlog zakona dodeljen v obravnavo Odboru za kmetijstvo, gozdarstvo, prehrano in okolje kot matičnemu delovnemu telesu. S tem zaključujem to točko dnevnega reda. Nadaljujemo s prekinjeno 16. točko dnevnega reda, to je z obravnavo Posebnega poročila o bivanjskih razmerah Romov na območju jugovzhodne Slovenije. Prehajamo na odločanje o vloženem amandmaju k predlogu poročila, ki ga bomo opravili na podlagi pregleda z dne 24. 9. 2012. Odločamo o amandmaju Poslanske skupine Socialnih demokratov k predlogu priporočila. Obrazložitev glasu v imenu Poslanske skupine Socialnih demokratov? V svojem imenu? Mag. Majda Potrata in potem mag. Dejan Židan.",P_Neutral,,,TRUE,
ParlaMint-SI_2021-09-14-SDZ8-Izredna-81.u109,"Kolega Rajh, postopkovno.",P_Neutral,,,TRUE,
ParlaMint-SI_2002-12-04-SDZ3-Izredna-23.u25,"Hvala lepa. Kolega Pukšič ima zdaj besedo, za njim kolega Juri.",P_Neutral,,,TRUE,
ParlaMint-SI_2005-07-21-SDZ4-Izredna-10.u5,"Hvala za besedo. Vsem prav lep pozdrav. Odlok je odbor skladno s poslovnikom obravnaval na svoji seji, edina dilema, s katero se je srečal, je bil datum glasovanja na referendumu. Med dvema možnostma se je na predlog predlagateljev referenduma soglasno odločil za 25. september 2005, torej bo glasovanje opravljeno v nedeljo, 25. septembra 2005. V tem besedilu je bil odlok soglasno sprejet. Hvala.",P_Neutral,,,FALSE,
ParlaMint-SI_2005-11-25-SDZ4-Redna-11.u18,"Hvala lepa. Za nas v socialni demokraciji predstavljata vložena amandmaja eno od najbolj bistvenih vprašanj sprejemljivosti predlaganega zakona. Vežeta se namreč na vprašanje, glede katerega je ustavno sodišče enkrat predlagateljem ustavnega spora že dalo prav, ko je opozorilo, da je nemogoče neomejen čas dovoliti vladi, da razrešuje najodgovornejše funkcionarje, delavce v državni upravi, samo zato, ker ne odgovarjajo prepričanju ali pričakovanju ali politični primernosti, kakor si jo zastavlja in zamišlja minister oziroma kdo drug, najodgovornejši v vladi. Ustavno sodišče je reklo, da trajno prekinitev take možnosti oziroma uveljavitev take možnosti ni mogoče uveljaviti, ker bi bila protiustavna. Vlada sedaj to rešuje na drug način. Res, da iz petih let v načelu najprej na eno leto, vendar dodatno še na eno leto, ne pod imenovanje vlade, ampak na eno leto od imenovanja takšnega visokega uradnika v državni upravi, kar med drugim pomeni, minister je slabo odločil in slabo izbral človeka sam in zato ima eno leto čas, da ima tega človeka na preizkusni dobi, da ugotavlja ali dela tako kot minister želi ali ne in v vsem tem letu lahko nekrivdno takšnega posameznika s tega najodgovornejšega položaja razreši. Poleg tega pa mu je dana pravica, da ko je na novo izvoljen, ob novem oblikovanju vlade, mislim pa, da se da razumeti ne samo ob novem oblikovanju vlade, ampak tudi ob novem nastopu ministra, če slučajno pride do zamenjave, pa lahko spet ponovno eno leto ocenjuje ali bo takšnega uradnika zamenjal. Mislimo, da to ni sprejemljivo, in da so predlagane rešitve preširoko razumevanje ustavne odločbe s strani vlade, politično pa pomenijo enako kot je delala že prej, podrediti si najodgovornejše delavce v upravi in preko sistema javne uprave, ki bo, kot smo mi ocenili v Socialnih demokratih postavil javnega uslužbenca v čim bolj negotov položaj od nadrejenega, postavil pač zato v celo hierarhijo, ne na strokovni, ampak bolj na politični odvisnosti. To se danes v državni upravi že čuti in v tej smeri sta predlagana dva amandmaja, prvi Liberalne demokracije, ki predlaga, da rok ni eno leto, ampak šest mesecev, kar je nam absolutno bližje. In drugi, naš, enak z Liberalnimi demokrati, da se vsaj druga dodatna možnost, ki so jo v vladni ekipi iznašli, izkonstruirali, to se pravi, še pravica enoletne, nekrivdne odpovedi od dneva imenovanja, da vsaj ta ukine, kar je pa izrecno naš amandma. Jaz pričakujem, da bo nekaj več razumevanja in nekaj več pripravljenosti prisluhniti tudi tem pomislekom dano ali pa zagotovljeno s strani vlade in vladajoče koalicije in da ne bodo na tako očiten način želeli dokazovati, kako je bolj pomembna politično poslušna kot pa samostojna, neodvisna in visoko strokovna uprava. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2003-04-22-SDZ3-Redna-25.u44,"Hvala, minister. Mag. Kopač, minister za okolje, prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2011-09-16-SDZ5-Izredna-46.u23,Hvala lepa. Obrazložitev glasu ima gospod Gregor Golobič.,P_Neutral,,,TRUE,
ParlaMint-SI_2022-02-04-SDZ8-Redna-29.u79,Hvala lepa. Naslednji ima besedo mag. Dejan Kaloh. Predstavil bo stališče Poslanske skupine SDS. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2010-10-18-SDZ5-Redna-21.u252,"Hvala za besedo in za skrb, gospa ministrica. Ampak z današnjim dnem lahko preberemo, da v Sloveniji je dejansko blokiranih 5.378 podjetij, ki imajo likvidnostne težave. Res je in tudi pravilno, da dejansko razmišljate o tej dodatni obdavčitvi, da bo postopna – od leta 2012 in do 2016 in tako naprej. Se sprašujete v Vladi, ali nismo dovolj draga država? Pri prispevkih na plače smo najdražji na svetu, najdražja država na svetu. Ali ni to obremenitev za gospodarstvo? Ali se sprašujete, ali še bo kdo, katero podjetje v tej državi sploh ustvarjalo? Ali ni dovolj veliko razlogov za skrb gospodarstvenikov? Po drugi strani se absolutno strinjam, da dajemo subvencioniranje določenih stvari, delovnega časa in tako naprej. Po tretji strani pa vzamemo spet krat dva nazaj. To mislim, da ni dobra politika. Prav tako se strinjam s tem, kot ste dejali, da se nastavlja eno ravnovesje. Vsi vemo, da določeni podjetnik, s. p., zdaj niso plačevali skoraj nič. Zato smo mi predlagali v ukrepih tudi dvig stopnje, ki bi bila pavšalna, takrat bi bilo, verjemite, najbolj relevantno in najbolj pravično do vseh podjetnikov, nikakor pa ne s tem, da zdaj dvigujemo davčno stopnjo, s tem bomo še dodatno za 10 % dvignili ali obremenili slovensko gospodarstvo, ki bo še dodatno postalo nekonkurenčno. Zmanjšati je treba birokracijo. To je pogoj. Hvala lepa.",Negative,,,FALSE,
ParlaMint-SI_2001-06-19-SDZ3-Redna-07.u107,"Hvala za besedo. Dovolite kratko obrazložitev, zakaj umikam vprašanje ministru za finance. Danes je namreč vlada na korespondenčni seji sprejela sklep, da daje soglasje zavodu za pokojninsko in invalidsko zavarovanje, da se le-ta za potrebni manjkajoči znesek sme zadolžiti, da bo letos s pokojninami za mesec junij izplačan tudi dodatek za rekreacijo v enem znesku. Zato umikam svoje vprašanje. Hvala.",P_Neutral,,,FALSE,
ParlaMint-SI_2011-06-13-SDZ5-Redna-29.u6,"Hvala lepa. Odbor za notranjo politiko, javno upravo in pravosodje je ta zakon kot matično delovno telo obravnaval na 33. seji 26. maja. Predlagatelj je vlada. Imeli smo kar številna gradiva, in sicer: poleg zakona mnenje Državnega sveta, mnenje Zakonodajno-pravne službe, pripombe Varuha človekovih pravic, odgovor Ministrstva za notranje zadeve na mnenje Varuha človekovih pravic, pobudo Filozofske fakultete v Ljubljani z dne 11. maja, pripombe Ministrstva za zunanje zadeve na mnenje Zakonodajno-pravne službe z dne 13. maja, imeli smo tudi pod oznako ""interno"" na razpolago depešo veleposlaništva Republike Slovenije v Ottawi. V poslovniškem roku je bilo vloženih mnogo amandmajev, če jih naštejem, mi bo zmanjkalo časa. Zato bom rekel samo tako, da smo prejeli 80 amandmajev koalicijskih poslanskih skupin, prejeli smo tudi 4 amandmaje poslanskih skupin SD, Zares in LDS, torej tiste naknadne, prejeli smo tudi 12 amandmajev Poslanske skupine SDS. Državni sekretar je povedal, vsebinsko gledano približno to, kar smo slišali. Nastopila je tudi predstavnica Zakonodajno-pravne službe gospa Guštinova. Poudarila je, da so njihove pripombe v pretežni meri upoštevane v amandmajih koalicijskih poslanskih skupin, na ostale pomisleke pa je predlagatelj podal ustrezne obrazložitve. Državni svet, njihov predstavnik gospod Verbič, je dejal, da predlog zakona podpirajo. Odbor je nato glasoval o amandmajih in sprejel 80 amandmajev, torej kar 80 amandmajev. Odbor ni sprejel amandmajev Poslanske skupine SDS, brezpredmetni pa so postali amandmaji Poslanske skupine SDS k 39., 47., 53. členu in amandma LDS k 35. členu. Odbor je sprejel svoj amandma k 35. členu. Glede na sprejete amandmaje je integralno besedilo vključujoč sprejete amandmaje sestavni del tega poročila. Hvala.",P_Neutral,"Very procedural, just outlining the amendments that were/were not supported. ",,FALSE,
ParlaMint-SI_2019-10-07-SDZ8-Izredna-26.u5,"Gospod minister, najlepša hvala. 26 minut niste izkoristili, pa kdaj drugič potem. S tem, spoštovane poslanke, spoštovani poslanci, ugotavljam, da je predstavitev proračunskega memoranduma 2020–2021, Predloga proračuna Republike Slovenije za leto 2020 ter Predloga proračuna Republike Slovenije za leto 2021 končana. Predsedniku Vlade gospodu Marjanu Šarcu in ministru za finance dr. Andreju Bertonclju se zahvaljujem za predstavitvi. Z današnjo predstavitvijo, spoštovane poslanke in poslanci, začne teči rok za vlaganje amandmajev k Predlogu proračuna Republike Slovenije za leto 2020 in k Predlogu proračuna Republike Slovenije za leto 2021. Poslanke in poslanci poslanske skupine, zainteresirana delovna telesa in Vlada lahko amandmaje k predlogom proračunov za leti 2020 in 2021 vlagajo do vključno 17. oktobra 2019. S tem zaključujem to točko dnevnega reda. Spoštovane poslanke, spoštovani poslanci, prehajamo na 4. TOČKO DNEVNEGA REDA, TO JE NA PRVO OBRAVNAVO PREDLOGA ZAKONA O SPREMEMBAH IN DOPOLNITVAH ZAKONA O PREVOZIH V CESTNEM PROMETU. Predlog zakona je v obravnavo Državnemu zboru predložila Vlada. V zvezi s tem predlogom zakona je skupina 25 poslank in poslancev s prvopodpisanim gospodom Danijelom Krivcem zahtevala, da Državni zbor opravi splošno razpravo. S tem predajam besedo predstavnici Vlade ministrici mag. Alenki Bratušek. Izvolite, gospa ministrica.",P_Neutral,,,TRUE,
