id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag
213,Mnenje poslanske skupine Nove Slovenije - Krščanske ljudske stranke se glede zakona o evidentiranju nepremičnin v času od druge obravnave do danes ni nič spremenilo.,2023-03-08 14:28:20,1.0,Since I don't know who the speaker is I'll go to neutral.,N_Neutral,2023-03-08 14:32:13,,"It is not the direct opinion of the speaker, but of the entire party, so I think it should not be positive or negative, but neutral",N_Neutral,2023-03-08 14:28:11,,"Explicit speakers/political party opinion, though the sentiment changes if the speakers is also a member of said party, which we don't know - so probably neutral.",N_Neutral,"A negative sentiment. It really depends on who the speaker is. If the speaker was a part of the mentioned political party then the label would for sure be Negative, but since we don't know who the speaker is, we agree on N_Neutral.","It is not the direct opinion of the speaker, but of the entire party, so I think it should not be positive or negative, but neutral. N_Neutral","We're in agreement, N_Neutral",N_Neutral
214,"Lahko vam zagotovim, da bo ministrstvo za šolstvo, znanost in šport naredilo vse, da se bodo stvari korigirale takoj, ko se bodo lahko.",2023-03-08 14:31:44,1.0,Hopeful sentiment.,P_Neutral,2023-03-08 14:32:23,,,Positive,2023-03-08 14:30:05,,Explicit speakers opinion,Positive,"Yes, I'd change this to positive. ''Lahko vam zagotovim'' implies opinion, which is positive. Soo Positive. ",'Lahko vam zagotovim'' is direct spekers opinion. Sentens is positiv. Positiv,"I stand with my label, Positive",Positive
215,"Vpliv je še posebej viden v tistem delu gospodarstva, kjer predstavlja električna energija glavni strošek za podjetje.",2023-03-08 14:32:16,,Nothing inherently negative.,M_Positive,2023-03-08 14:33:53,,"No direct opinion, just facts, but on the negativ side because of last part where you have the word ''strošek''",N_Neutral,2023-03-08 14:32:16,,"Vpliv can go either way - positive or negative, but in this context is most probably negative (strosek) the opinion is not explicit",N_Neutral,"I think I made a mistake here, becasue my lable doesn't even compliment my comment. I'd agree with N_Neutral.","No direct opinion, just facts, but on the negativ side because of last part where you have the word ''strošek''","I think, as per my initial comment that it is more N_Neutral",N_Neutral
216,"To bi bil eden od tistih ukrepov, ki bi dejansko omogočili, da podjetja, ki delajo v teh območjih, razmišljajo tudi o razvoju.",2023-03-08 14:32:56,,Statemet with positive sentiment.,P_Neutral,2023-03-08 14:34:24,,Positiv sentament,Positive,2023-03-08 14:33:25,,Implied opinion with positive connotation,P_Neutral,"May be implied opinion, but very weak. Sentiment is positive. I'd stick with P_Neutral.",Positiv sentament. But is not so strong and and noted while reading. Positive.,"I would stick with P_Neutral, as the opinion is only implied and the tone is not so overwhemlingl positive to switch it; P_Neutral",P_Neutral
217,Ključni cilj predlaganega Zakona o javnofinančni odgovornosti je omejiti javno porabo in omejiti zadolževanje države.,2023-03-08 14:33:41,,"No implied opinion,positive consequence.",P_Neutral,2023-03-08 14:35:29,,"No direct opinion, but on positiv side",P_Neutral,2023-03-08 14:35:16,0.0,"No expressed opinion, but the theme and tone is positive",Positive,"No implied opinin, to me this is just a statement, with a positive connotation. I'd stick with P_Neutral.","No direct opinion, but on positiv side",No direct opinion - agree with Tamara and Anže,P_Neutral
218,Glede tega poročila sem pa jaz vaši predsednici že čestital za res iznajdljivost ali pa izvirnost pri izgovoru.,2023-03-08 14:34:09,,sarcasm. impied opinion that is negative.,Negative,2023-03-08 14:36:39,,S,Negative,2023-03-08 14:36:35,,"Sarcasm, though maybe not explicit",Negative,Clear negative view with expressed opinion. We agree Negative.,Clear negative view with expressed opinion. I read the sentence as a mockery. Negativ+S,We're in agreement - Negative(S),Negative(S)
219,"Če se še malo pogovarjamo glede financ, se je Ljubljana res dodatno zadolžila, da je premostila to zadrego.",2023-03-08 14:34:38,,"No opinion, negative sentiment",N_Neutral,2023-03-08 14:38:12,,"Middle part in negativ and the last is positiv sentiment, but overall is positiv sentence",M_Positive,2023-03-08 14:37:59,,"Implied opinion, with negative connotation",N_Neutral,"Implied, negative opinion, but very weak. Soo I'd stick with N_Neutral. ","Middle part in negativ and the last is positiv sentiment, but overall is positiv sentence. I use flag here as i remember so I' am not 100% sure. So I would change it to N_Neutral.",I would stick with N_Neutral as per my initial comment,N_Neutral
220,"In v tistih zadevah je policija dolžna nuditi elementarni javni red in mir, zagotavljati tudi prometno varnost in tako dalje.",2023-03-08 14:35:01,,Factual statement,P_Neutral,2023-03-08 14:38:50,,Positiv statment with no direct opinion,P_Neutral,2023-03-08 14:38:55,,"No clear speakers opinion, and no explicit negative connotation",P_Neutral,"Factual, positive statement. P_Neutral.",Positiv statment with no direct opinion,We're in agreement  - P_Neutral,P_Neutral
221,"Eden od redkih v Liberalni demokraciji Slovenije, ki mu z veseljem damo v Slovenski nacionalni stranki podporo.",2023-03-08 14:36:59,,"Opinion implied, positive sentiment.",Positive,2023-03-08 14:39:05,,,Positive,2023-03-08 14:39:55,,Very weird but i think this might actually be positive and with no sarcasm,Positive,"I agree with Katja's initial comment. This seems like a genuine positive statement, with clear opinin. We agree Positive. ",Agree with Tamara. Positive. ,We're in agreement  - Positive,Positive
222,Organizirana skrb za otroke s posebnimi potrebami se je v Sloveniji intenzivno razmahnila po drugi svetovni vojni.,2023-03-08 14:37:29,,Statement with positive sentiment.,P_Neutral,2023-03-08 14:39:30,,"Positiv statment, with no direct opinion",P_Neutral,2023-03-08 14:40:26,,Statement with weak positive connotation,P_Neutral,"Statement, with positive sentiment. We agree P_Neutral. ","Positiv statment, with no direct opinion. P_Neutral",We're in agreement  - P_Neutral,P_Neutral
223,"123 milijonov evrov vržemo skozi okno in s tem plačujemo še morebitne socialne, predvsem pa varnostne nemire.",2023-03-08 14:37:46,,Very negative sentiment.,Negative,2023-03-08 14:39:58,,Negativ statment with negativ sentiment,Negative,2023-03-08 14:40:59,,Implied speakers opinion and negative,Negative,"Implied opinion, with very negative connotation. Negative. ",Negativ statment with negativ sentiment. Negativ,We're in agreement  - Negative,Negative
224,"Glede na potek železniške postaje, bo treba ustrezen del cestnega tovornega prometa preusmeriti na postajo Hodoš in seveda vpeljava tega vlaka pomeni tudi spremembo na obstoječem voznem redu.",2023-03-08 14:38:57,,"Statement, negative sentiment.",N_Neutral,2023-03-08 14:41:01,,"No opinion, just factual statment with maybe negativ consequences",N_Neutral,2023-03-08 14:42:20,,"Statement, but with implied negative consequences",N_Neutral,"Factual statement, with negative sentiment. We agree N_Neutral. ","No opinion, just factual statment with maybe negativ consequences. N_Neutral",We're in agreement  - N_Neutral,N_Neutral
225,"Mogoče se preprosto v tej dvorani ne slišimo več, ampak značilnost te Vlade je, da ne sliši niti svojih poslancev, niti poslancev koalicijskih strank.",2023-03-08 14:39:34,,"Implied opinion, with very negative sentiment.",Negative,2023-03-08 14:41:49,,Negativ statment and argumment,Negative,2023-03-08 14:43:17,,Implied speakers opinion and overall negative tone,Negative,"Implied opinion, with very negative connotation. Negative. ",Negativ statment and negativ argumment. Overall negativ.,We're in agreement  - Negative,Negative
226,"Pri nas je stroka postavila določene kriterije, kdaj se epidemija razglasi in kdaj se konec prekliče.",2023-03-08 14:40:10,,sarcasm,Negative,2023-03-08 14:42:55,,"No direct opinion, just he/she statment",P_Neutral,2023-03-08 14:44:53,,"Statement but implied sentiment can go either way, would be clear if we can hear the intonation. But as it stands, and the negative connotation is not outright present, i think P_Neutral",P_Neutral,"Hahahah. Okay I knew I'd have this different, but hear me out: the statement says: kdaj se epidemia razglasi in kdaj se KONEC prekliče''. I take this as a sarcastic statement, with a negative connotation as in ''kdaj se konec epidemije prekliče''. Maybe I misunderstood this, but for now I'm gonna stick with Negative + sarcasm.","No direct opinion, just he/she statment. P_Neutral for me but i don't agree with Tamara, for me I just politicol statment nothing more.","I have completely missed the KONEC prekliče; I agree with Tamara, Negative(S)",Negative(S)
227,"Za širše razumevanje solidarnosti ali pa medgeneracijske solidarnosti in sožitja je treba iskati tudi ravnovesje med tem, da se bremena enakomerno razporejajo med starejšo in mlajšo generacijo.",2023-03-08 14:40:42,,Statement with positive sentiment.,P_Neutral,2023-03-08 14:43:32,,Statment,Positive,2023-03-08 14:46:06,1.0,"No explicit opinion of the speaker, but implied and with positive connotation",P_Neutral,"No explicit opinion, just a statement, with positive sentiment. P_Neutral. ","I would add that i rated text as positiv just becasue of the words '' je treba iskati '', but I am not sure, thats why I  would change it to P_Neutral.",I agree with Tamara and Anže/initial label; P_Neutral,P_Neutral
228,Gre za poskus narediti vtis obsegov in vseobsežnih interpelacij.,2023-03-08 14:41:04,1.0,,N_Neutral,2023-03-08 14:44:21,,"Negativ speaker opinion, spekers is using word ''interpelacij''",Negative,2023-03-08 14:47:34,,"Implied opinion, negative topic , accusation. Though it has many grammatic problems and almost does not make sense.",Negative,"Idk, this may be implied opinion, so maybe I'd change to Negatiev. ","Negativ speaker opinion, spekers is using word ''interpelacij'', that word always mean something bad in our political world. Negativ",I stick with my initial label -Negative,Negative
229,"In seveda to darilo plačujemo slovenski davkoplačevalci, tako da bomo v Sod morali dati več denarja, tako da oportunitetno izgubljamo ta donos.",2023-03-08 14:41:28,,"Clear opinion, negative sentiment.",Negative,2023-03-08 14:44:56,,Negativ opinion of the speker,Negative,2023-03-08 14:47:47,,,Negative,Clear negative view with expressed opinion. We agree Negative.,Agree with Tamara.Negativ,We're in agreement -Negative,Negative
230,Vsakdo bo moral z zdravniškimi potrdili pokazati svoje obolenje zaradi vojne.,2023-03-08 14:42:09,,"Implied opinion, sarcasm",Negative,2023-03-08 14:45:59,,"No satiment of speker opinion, just factual statment, which is probably positiv for me",P_Neutral,2023-03-08 14:48:55,,"Implied and charged opinion, sarcasm?",Negative,"Implied opinion, with very negative connotation. I'd also mention sarcasm. I'd stick with Negative.  ","No satiment of speker opinion, just factual statment, which is probably positiv for me. P_Neutral",I stick with my initial label -Negative,Negative
231,"Ker bo pa šele kasneje ta podatek znan, pa želim to garancijo, to zagotovilo Vlade.",2023-03-08 14:42:59,,"Very weak statement, I think it has a negative sentiment.",N_Neutral,2023-03-08 14:46:53,,Negativ opinion with a negativ sentiment (pa želim to garancijo),Negative,2023-03-08 14:51:02,,"Zelim, implied opinion, but it is more of an request, which does not have any inherit negative connotation",P_Neutral,Here I'd stick with my label. At one point I agree that this is a request but I do not think that it was made in good faith or   with positive sentiment. The implied opinion is also very weak in my opinion. I'd go with N_Neutral.,Negativ opinion with a negativ sentiment (pa želim to garancijo). Negativ,I would change my label to N_Neutral; as per Tamaras' comment,N_Neutral
232,"In žal ljudje dostikrat tega ne razumemo, da bolj kot bomo okužbe obvladovali, bolj bo zdravstveni sistem na razpolago in zmogljiv za ostale storitve.",2023-03-08 14:44:28,1.0,"First part negative, second part positive. I think ""ne razumememo"" trumps the entire thing. Implied opinion.",M_Negative,2023-03-08 14:47:51,,"No direct opinion, but the first words are negativ (In žal)",N_Neutral,2023-03-08 14:52:55,,"Statement with implied opinion, regret of something others dont understand, slight negative connotation.",N_Neutral,"First part negative, second part positive. I think ""ne razumememo"" trumps the entire thing. Implied opinion. M_Negative.","No direct opinion, but the first words are negativ (In žal). N_Neutral",I would stick with N_Neutral as I do not sense the second part as inherently positive;,N_Neutral
233,"Se spomnite, ko smo v prejšnjem mandatu ustanovili novo občino, ker občani niso bili zadovoljni z županom.",2023-03-08 14:44:55,,"Statement, question, negative theme",N_Neutral,2023-03-08 14:49:19,,"Netrual becasue for me i can't feel speker opinion, but overall sentence is negativ",N_Neutral,2023-03-08 14:57:36,1.0,"Statement and pretty neutral but 'se spomnite' implies this might be call for action, might even be sarcasm.",N_Neutral,"Statement, question, very neutral, with slight implication of opinion. Negative sentiment. We agree N_Neutral. ","Netrual becasue for me i can't feel speker opinion, but overall sentence is negativ. N_Neutral. ",We're in agreement - N_Neutral,N_Neutral
234,Zdaj je to tudi v tem predlaganem zakonu že od avgusta.,2023-03-08 14:45:44,,I just hear the negative conotation. Statement. Could be P_Neutral.,N_Neutral,2023-03-08 14:50:05,,No opinion,P_Neutral,2023-03-08 14:59:30,,"To' could be good or bad, but as there is no explicit opinion and the tone does not sound to have negative connotation i think P_neutral.",P_Neutral,"Okay. We agree that this is a pretty neutral statement, but I still lean into negative sentiment. ''Zdaj je to tudi....že od avgusta''. For me me the speaker trys to emphasis that something has been in this ''predlaganem zakonu'' sinde august aka a long time. That is why I will stick with my N_Neutral.",Agree wit Tamara. N_Neutral.,"I agree with Tamara, as it does seem to have more negative connotation; N_Neutral",N_Neutral
235,"Če lahko pride pred Državni zbor, lahko pride tudi pred ali pa v šolo.",2023-03-08 14:46:04,,Implied opinion. Negative connotation,Negative,2023-03-08 14:50:47,,Negativ argumment of the speaker,Negative,2023-03-08 15:00:14,,Sarcasm,Negative,"Implied opinion, with very negative sentiment. I'd also agree with sarcam. Negative + sarcasm.",Negativ argumment of the speaker. I don't sens any S. Negativ,We're in agreement - Negative (S),Negative(S)
236,"Zato vztrajamo pri tem, da je najprej treba urediti odhodkovno stran, ker tako ljudje kot podjetja dodatnih davčnih obremenitev ne morejo več prevzemati.",2023-03-08 14:46:28,,"Clear opinion, negative sentiment.",Negative,2023-03-08 14:51:25,,Negativ opinion (ne morejo več),Negative,2023-03-08 15:02:51,,Explicit opinion of speaker,Negative,Clear negative view with expressed opinion. We agree Negative.,Negativ opinion (ne morejo več). Negativ,We're in agreement - Negative,Negative
237,"Ta zakon je danes že drugi na področju socialnega varstva, ki sprošča pogoje in kriterije ter lajša življenje najranljivejše skupine ljudi pri nas.",2023-03-08 14:46:53,,"Statement, positive sentiment.",P_Neutral,2023-03-08 14:52:19,,Positiv statment,Positive,2023-03-08 15:03:02,,,Positive,"I find this statement very vague and I don't really see a strong opinion. Majority rule will prevail here, but I remain with P_neutral. ",Positiv statment. But as Tamara said the positiv sentiment is very weak. Positiv.,"I see the tone as being positive, positive enough to stick with Positive",Positive
238,"Beseda delo enakovredno vključuje tiste, za katere je delo utrujajoče, dolgočasno in neprijetno in tiste za katere je čisto zadovoljstvo.",2023-03-08 14:48:14,1.0,"Despite first part having a negative theme I think using the word ""enakovredno"" implies positive sentiment.",P_Neutral,2023-03-08 14:52:45,,No opinion just facts,P_Neutral,2023-03-08 15:04:44,,,P_Neutral,"Despite first part having a negative theme I think using the word ""enakovredno"" implies positive sentiment. We agree with P_Neutral. ",No opinion just facts.,We're in agreement - P_Neutral,P_Neutral
239,"Ampak elegantno smo bili preglasovani: kaj pa morete, koliko vas pa je.",2023-03-08 14:48:34,,sarcasm,Negative,2023-03-08 14:53:01,,maybe S,Negative,2023-03-08 15:05:08,,Sarcasm,Negative,"Clear negative view with expressed opinion, with a nice dash of sarcasm. We agree Negative + sarcasm.",Negativ opinion. Maybe S. Negativ.,We're in agreement - Negative(S),Negative(S)
240,"Zato zmagati tukaj ne moreš, lahko pa poslušamo in poslušali smo celo razpravo zato, da vidimo kakšna so stališča, kakšno je razmišljanje in kaj bomo naredili naprej.",2023-03-08 14:49:32,1.0,"First part negative, second positive. I think second is stronger.",M_Positive,2023-03-08 14:56:23,,"Mixed sentiment, but for me overall the last part is more on positiv note",M_Positive,2023-03-08 15:05:57,,"First part neg,second part positive",M_Positive,"First part negative, second positive. I think second is stronger. First time we all agree on a mixed sentiment, M_Positive. ","Mixed sentiment, but for me overall the last part is more on positiv note. M_Positive. ",We're in agreement - M_Positive,M_Positive
241,"Zato so te napovedi še preveč nezanesljive, da bi lahko na njih gradili upanje v znatnejše povečanje prihodkov v bodoče.",2023-03-08 14:50:22,,Lacks context. Just a statement.,N_Neutral,2023-03-08 14:59:04,,"No direct opinion, but because of the word ''nezanesljive'' it's on negativ side",N_Neutral,2023-03-08 15:06:36,,Only implied opinion and weak neg. Sentiment,N_Neutral,"Lacks contect. Very weak, if at all, opinion, but negative sentiment is there. N_Neutral. ","No direct opinion, but because of the word ''nezanesljive'' it's on negativ side. N_Neutral",We're in agreement - N_Neutral,N_Neutral
242,"Zato moram reči, da sem resno zaskrbljen nad tem amandmajem, predvsem glede tistih, ki ga zagovarjajo, in tistih, ki ga predlagajo.",2023-03-08 14:50:33,,,Negative,2023-03-08 14:59:27,,Negativ statment and argumment,Negative,2023-03-08 15:06:44,,,Negative,"Clearly expressed opinion, with a negative sentiment. We agree on Negative. ",Negativ statment and argumment. Negativ,We're in agreement - Negative,Negative
243,Želel bi izraziti svoje osebno navdušenje nad tem in čestitke gredo tako predsedniku Vlade gospodu Janši kot zunanjemu ministru gospodu Erjavcu in državnemu sekretarju gospodu Kajzerju.,2023-03-08 14:51:03,,,Positive,2023-03-08 15:01:54,,Positiv statment,Positive,2023-03-08 15:08:08,,,Positive,"Positive, heavily opinionated sentance. Positive. ",Agree Tamara. Positiv,We're in agreement - Positive,Positive
244,"Ko je prišel na odbor minister Mramor, je izrazil veliko začudenje nad našim amandmajem po zahtevi o usklajevanju pokojnin.",2023-03-08 14:51:42,,"for me the word ""zacudenje"" is negative. Neutral statement.",N_Neutral,2023-03-08 15:04:12,,"Negativ but I am not 100% sure, i put it as negativ just because of the word '' veliko začudenje''",Negative,2023-03-08 15:10:49,1.0,"Veliko zacudenje - could be positive or negative, but i think has a bit negative connotation",N_Neutral,In this context I'd have to say that I see the word ''začudenje'' as a sign of a negative sentiment. The sentance itself is vague and lacks strong opinion. N_Neutral. ,"Negativ but I am not 100% sure, i put it as negativ just because of the word '' veliko začudenje''. Negativ","I agree with Tamara, and woudl stick with N_Neutral",N_Neutral
245,"Ne ubogajo, tako kot je bilo predvideno in določeno.",2023-03-08 14:51:50,,,Negative,2023-03-08 15:04:52,,S,Negative,2023-03-08 15:11:03,,,Negative,We agree on negative. ,Negativ,"Agreement, Negative",Negative
246,"Iz mnenja izhaja, da je obrazec, s katerim je FIDES sprožil kaotično stanje v zdravstvu, takšen, da ni temeljil na ustreznih pravnih podlagah.",2023-03-08 14:52:32,,Opinion of someone else. Negative connotation.,N_Neutral,2023-03-08 15:05:58,,Negativ argument and of course negativ spekers opinion,Negative,2023-03-08 15:11:15,,,Negative,"This is an opinion or ''izhaja'' someone else comes to this opinion from something. Howere maybe if we say that the sentiment of the sentance is very negative, I'd change this to Negative. ",Negativ argument and of course negativ spekers opinion. Negativ,"Strong negative sentiment, Negative",Negative
247,"To se je dokazovalo v prejšnjem mandatu, kot sem že omenil, to se tudi dokazuje v tem mandatu, ko je zadeva zelo zelo nestabilna.",2023-03-08 14:53:02,,Implied opinion. Negative connotation.,Negative,2023-03-08 15:06:09,,Negativ argument and Negativ spekers opinion,Negative,2023-03-08 15:11:54,,"Implied speakers opinion, but negative tone",Negative,"Implied opinion, negative sentiment. We agree on Negative. ",Negativ argument and Negativ spekers opinion. Negativ,"Agreement, Negative",Negative
248,"Mi s tem zakonom pravzaprav, naš pristop je v tem, da mi vidimo rezervo predvsem v skrajševanju administrativnih postopkov, da bo več časa ostalo za vsebinsko raven.",2023-03-08 14:53:29,,Clear opinion. implied positive consequences.,Positive,2023-03-08 15:06:52,,Positiv statment with no direct opinion,P_Neutral,2023-03-08 15:13:25,1.0,"Explicit opinion,positive expected consequences, but a weak positive tone, could also be positive",P_Neutral,I'd stick with my label. I think that the opinion of the speaker is clear. The sentiment is positive and for me a little more. I is hopeful. Positive. ,Positiv statment with no direct opinion. P_Neutral,I'd stick with P_Neutral as per my initial comment,P_Neutral
249,"Minister meni, da splošni učni uspeh zamegli sliko, drugi menijo, da stimulira in spodbuja učenje oziroma prizadevanje.",2023-03-08 14:56:33,1.0,"First part negative, second part positive. Second part is stronger because it elaborates more and has a stronger opinion.",M_Positive,2023-03-08 15:10:51,,"despite the fact that at the beginning it says the opinion of the minister is thinking (Minister meniMinister meni)..., for me this is not the opinion of the speaker, so the sentence is neutral. But sentens in negativ",N_Neutral,2023-03-08 15:15:16,1.0,"Minister meni (other), negative; drugi menijo (other), positive, pure mix, but i think the positive prevails",M_Positive,"First part negative, second part positive. Second part is stronger because it elaborates more and has a stronger opinion.I'd stick with M_Positive. ","despite the fact that at the beginning it says the opinion of the minister is thinking (Minister meniMinister meni)..., for me this is not the opinion of the speaker, so the sentence is neutral. But sentens in negativ. N_Neutral","I agree with Tamara/initial label, M_Positive",M_Positive
