id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_katja,final_tag,disagreement6
1566,"Hkrati pa je nekoliko nenavadno, da tričlanska komisija odloča z večino glasov, kar pomeni, da ta ukrep tudi izniči funkcijo tretjega člana.",2023-05-24 18:25:02,,I think the first part implies opinion.,Negative,2023-06-11 11:17:49,1.0,,N_Neutral,I see Katja's point. The first part may not be strong enough to make this sentance negative as a whole. ,I still think it is a bit more of a statement than fully expressed opinion,N_Neutral,1
1567,"Za reševanje družinskih stisk so pristojni centri za socialno delo, za reševanje šolskih stisk pa vodstva, podporne službe ter razredniki.",2023-05-24 18:25:42,,"Statement,nothing inherently negative (although theme itself is not pleasant).",P_Neutral,2023-06-11 11:18:06,,,P_Neutral,,,P_Neutral,0
1568,"Res je, virus covida-19 se ponovno širi po celem svetu in nastal je celo nov sev, južnoafriški, britanski, nekateri omenjajo celo slovensko inačico tega seva.",2023-05-24 18:26:36,,"Negative theme, negative sentimemt. Just a statement.",N_Neutral,2023-06-11 11:18:20,,,N_Neutral,,,N_Neutral,0
1569,Problematični pa naj bi bili tudi izredno strogi kriteriji za ocenjevanje upravičenosti iz storitev dolgotrajne oskrbe.,2023-05-24 18:29:33,,Statement with negative sentiment.,N_Neutral,2023-06-11 11:18:34,,,N_Neutral,,,N_Neutral,0
1570,"Želim povedati, da namen promocije ni spodbujati uživanje mesa, temveč potrošnike informirati o kakovosti mesa lokalnega izvora.",2023-05-24 18:31:00,,Nothing negative. Just an explanation of intention of something else.,P_Neutral,2023-06-11 11:20:16,,"Defensive, but statement",N_Neutral,,Where did I percieve negative connotation? I agree with Tamara,P_Neutral,1
1571,V Sloveniji je postalo groziti s smrtjo nekaj povsem običajnega.,2023-05-24 18:32:15,,Very negative. Implied opinion.,Negative,2023-06-11 11:20:29,,,Negative,,,Negative,0
1572,"Čudne barve, čudne luči, ki nas opozarjajo, da je to dežela, raj igralništva in vseh podobnih dejavnosti.",2023-05-24 18:33:06,,Just a statement. Could be N_neutral.,P_Neutral,2023-06-11 11:21:08,,,Negative,I see negative conotation indeed. ''Čudne'' is a negative expression in this case.,"I would change this to N_Neutral, but def. sense the negative connotation",N_Neutral,1
1573,"Ampak zadeva ni bila tako zelo čudna, kot je, če bi ne bilo tudi nekaj drugega – to lahko beremo v Sobotni prilogi.",2023-05-24 18:34:38,1.0,confusing.,N_Neutral,2023-06-11 11:21:27,,,N_Neutral,,,N_Neutral,0
1574,To moram tu zelo jasno povedati in to sem pripravljen še ne vem kako dolgo zagovarjati.,2023-05-24 18:35:23,,,Negative,2023-06-11 11:22:17,1.0,,N_Neutral,,I guess it is not really neutral,Negative,1
1575,Vlada glede predlaganega zakona izraža odklonilno mnenje in nasprotuje predlaganim spremembam zakona o graditvi objektov.,2023-05-24 18:36:45,,"Although negative, we don't know if the speaker is part of 'vlada'.",N_Neutral,2023-06-11 11:22:37,,,N_Neutral,,,N_Neutral,0
1576,Normativni okvir prevzemne aktivnosti v Evropski skupnosti se je namreč od leta 2003 do danes bistveno spremenil.,2023-05-24 18:36:51,,,P_Neutral,2023-06-11 11:23:25,1.0,Context missing,P_Neutral,,,P_Neutral,0
1577,"Vlada Republike Slovenije zmanjšuje proračunsko rezervo, vsaka družina ima rezervni, črni fond.",2023-05-24 18:37:23,,Statement. Could be negative.,N_Neutral,2023-06-11 11:23:39,,,N_Neutral,,,N_Neutral,0
1578,"V Slovenski nacionalni stranki podpiramo vse zakone, ki bodo poskušali ta divji kapitalizem vsaj znotraj skupnega trga čim bolj regulirati.",2023-05-24 18:38:13,,Explicit opinion.,Positive,2023-06-11 11:24:23,0.0,,Positive,,,Positive,0
1579,"Tukaj pa je bistvena razlika med nami in tistimi, ki razmišljate drugače.",2023-05-24 18:45:40,1.0,This could also everything but mixed. we don't know if the difference is positive or negative.,P_Neutral,2023-06-11 11:25:08,,,Negative,"No opinion, but I can agree with negative sentiment. ","I agree that this one has MANY different interpretation, but I still sense negative connotation - at most I would change to N_Neutral",N_Neutral,1
1580,"Tako kot ne moreš registrirati avtomobila, če niso plačani davki, ga tudi ne more nihče razbiti.",2023-05-24 18:45:47,,,N_Neutral,2023-06-11 11:26:38,,,N_Neutral,,,N_Neutral,0
1581,"Če pa so že bile, so bile takšne, da so med našimi državljankami in državljani povzročile veliko neodobravanje in mnogo jeze.",2023-05-24 18:47:26,,implied opinion. Could be N_neutral.,Negative,2023-06-11 11:27:03,,,N_Neutral,As stated in my original comment. I agree with Katja. ,"Because of lack of context, I would opt for N_Neutral",N_Neutral,1
1582,"Rečeno je bilo, da so tovrstne razprave najstarejši trik levičarjev.",2023-05-24 18:47:56,,implied opinion.,Negative,2023-06-11 11:27:22,,Sarcasm?,Negative,,,Negative,0
1583,"Treba pa je, tako kot je eden od razprvljavcev poslancev rekel, naliti si čistega vina.",2023-05-24 18:49:38,,Implied negative opinion. accusatory.,Negative,2023-06-11 11:27:55,,,N_Neutral,,I agree with Tamara,Negative,1
1584,Z mojega zornega kota je to popolnoma nepomemben primer v tej zadevi.,2023-05-24 18:49:43,,,Negative,2023-06-11 11:28:25,,,N_Neutral,,It is more negative,Negative,1
1585,"Strateška neumnost države, da sili, pa ponuja neki drugi državi jedrsko tehnologijo.",2023-05-24 18:50:54,,,Negative,2023-06-11 11:28:35,,,Negative,,,Negative,0
1586,"V današnjih razpravah sem praktično slišala vse mogoče, opravičila, zakaj še vedno opravičujejo nekateri, predvsem kolegi iz vaše politične stranke, obstoj vas na tem ministrstvu.",2023-05-24 18:51:44,,,Negative,2023-06-11 11:29:03,,Fully accusative,Negative,,,Negative,0
1587,"Gre za vrsto in paleto ukrepov, ki imajo namen ohranitev in oživitev gospodarske dejavnosti.",2023-05-24 18:52:51,,Statement. No opinion.,P_Neutral,2023-06-11 11:29:09,,,P_Neutral,,,P_Neutral,0
1588,"Mi pa ni povsem znana njegova vrednostna, nazorska orientacija.",2023-05-24 18:53:40,,"""mi ni znana"" is not an opinion in my opinion.",N_Neutral,2023-06-11 11:29:55,1.0,,N_Neutral,,,N_Neutral,0
1589,"In kolega je pred menoj govoril o nekih, da se za te robne kategorije ta zakon sprejema v njihovo korist.",2023-05-24 18:54:29,1.0,"No opinion, but does lean on the negative side.",N_Neutral,2023-06-11 11:30:22,,,N_Neutral,,,N_Neutral,0
1590,"Gre za zadevo, vsaj jaz tako razumem, tehniko, kdaj je ta obremenitev dejansko prikazana v proračunu.",2023-05-24 18:56:26,,,P_Neutral,2023-06-11 11:31:27,1.0,"Could also be n_neutral, missing context",P_Neutral,,,P_Neutral,0
1591,"Ampak rezultat tega sosežiga cementarne v Anhovem je na koncu tak, da sežgejo nekajkrat večjo količino odpadkov kot v največjem obratu za standarden sežig odpadkov Celju.",2023-05-24 18:58:12,,Is this a negative fact?,P_Neutral,2023-06-11 11:32:19,,Accusative,Negative,"I had no idea what this sentance, but I believe Katja. So I would agree with her label. ","When Anhovo is mentioned, it is never neutral or positive, also it is very negative fact. I would remain with Negative",Negative,1
1592,"Po preteku preizkusnega obdobja sodišče izda sklep, da se dolžniku odpustijo njegove obveznosti.",2023-05-24 18:59:00,,Maybe my bias but this is a statement with negative sentiment.,N_Neutral,2023-06-11 11:32:40,,,P_Neutral,Agreed.,I really just see a statement (but maybe lack of context),P_Neutral,1
1593,"In skrb za slovenski jezik je naloga vseh resorjev, vseh področij v vladi, verjetno pretežno še najbolj državnega zbora.",2023-05-24 18:59:22,,,P_Neutral,2023-06-11 11:32:48,,,P_Neutral,,,P_Neutral,0
1594,"Usoda Faise žal ni osamljen primer, smo se pa iz njega veliko naučili.",2023-05-24 19:00:01,,"1. negative, 2. positive...second part trumps 1.",M_Positive,2023-06-11 11:33:10,,,M_Positive,,,M_Positive,0
1595,"Kar je zanimivo, po številu vzetih vzorcih smo trikratnik povprečja v Evropski uniji.",2023-05-24 19:01:12,,As is there is nothing inherently negative. However i suspect a certain topic so it could be N_neutral.,P_Neutral,2023-06-11 11:33:55,1.0,Missing context,P_Neutral,,,P_Neutral,0
1596,"Po novem doplačilo ne bo tako majhno za nekoga, ki, recimo, nima dopolnilnega zdravstvenega zavarovanja.",2023-05-24 19:03:00,,,N_Neutral,2023-06-11 11:34:17,,,N_Neutral,,,N_Neutral,0
1597,"Konstruktivna kritika je seveda vedno na mestu, ne pa da se slepo izvaja vse, kar se pač predsednik vlade zamisli oziroma izpolnjujejo njegove želje.",2023-05-24 19:03:40,,"Implied opinion, accusatory.",Negative,2023-06-11 11:34:25,,,Negative,,,Negative,0
1598,"Najprej se vprašajmo, zakaj je bil projekt Stožice tako silno drag.",2023-05-24 19:04:58,,Implied opinion. i think a bit accusatory,Negative,2023-06-11 11:35:06,,,Negative,,,Negative,0
1599,"Praviloma so priče na nižjih položajih in podrejene osumljencu, slednji pa je vpliven, ne samo v konkretni banki, temveč tudi na širšem slovenskem bančnem področju.",2023-05-24 19:07:29,,,Negative,2023-06-11 11:37:49,1.0,"Could also be n_neutral, but it speaks accusatory of certain individual",Negative,,,Negative,0
1600,"Zato ker imamo nepreglednost, ker imamo v resnici neučinkovitost te vlade, ki se pravzaprav koplje v lastni zmešnjavi po samih ukrepih.",2023-05-24 19:07:48,,Accusatory.,Negative,2023-06-11 11:38:08,,,Negative,,,Negative,0
1601,"Zaradi tega tudi Kad Zpizu ni nakazal običajnih 50 milijonov evrov, saj za to ni bilo nobene pravne podlage.",2023-05-24 19:08:31,,,N_Neutral,2023-06-11 11:38:51,,"Context missing, could be negative",N_Neutral,,,N_Neutral,0
1602,"Le-ta je jasno in glasno povedala, da bi bila sanacija bank cenejša, če bi jo izvedli že v letu 2008 ali 2009, se pravi takoj ob nastopu krize.",2023-05-24 19:09:10,,,N_Neutral,2023-06-11 11:39:17,,,N_Neutral,,,N_Neutral,0
1603,"Poglejte si, kakšna je govorica sovraštva, ki jo zganjate.",2023-05-24 19:09:27,,Very accusatory,Negative,2023-06-11 11:39:23,,,Negative,,,Negative,0
1604,Glasbeno šolstvo je očitno priljubljena tarča Ministrstva za finance tudi v tej vladi.,2023-05-24 19:10:03,,Accusatory,Negative,2023-06-11 11:39:39,,Sarcasm,Negative,,,Negative,0
1605,"Z zakonom ali na drug način mu je treba omogočiti, da se bo v svobodi in dostojanstvu razvijal fizično, psihično, moralno, versko in družbeno zdravo in normalno.",2023-05-24 19:10:52,,Maybe implied opinion. Could be P_Neutral.,Positive,2023-06-11 11:39:49,,,P_Neutral,Statement.,"I mean, this to me is more of a statement than implied opinon...",P_Neutral,1
1606,"Hvala za prijaznost, da ste zastavili še drugo vprašanje, da lahko končam.",2023-05-24 19:12:51,,,P_Neutral,2023-06-11 11:40:40,1.0,"Sarcasm, but could also be p_neutral, depending on intonation",Negative,,"Oh no, I misread this one completely, It is P_Neutral",P_Neutral,1
1607,"Toda ravno taiste stranke, ki so najbolj pogojevale te stvari, o katerih govorim, danes sedijo v vladi.",2023-05-24 19:13:03,,Accusatory,Negative,2023-06-11 11:40:50,,,Negative,,,Negative,0
1608,"In če so bili vmešani tudi politiki, z njimi vred je treba pripeljati vse pred sodišče in ustrezno kaznovati, če so odgovorni za to.",2023-05-24 19:13:08,,,Negative,2023-06-11 11:41:01,,,Negative,,,Negative,0
1609,"Da Ministrstvo za gospodarstvo ni bilo pripravljeno komisiji posredovati dokumentacije in pojasnil, ki so bila posredovana Evropski komisiji.",2023-05-24 19:13:45,,I think this is accusatory with implied opinion.,Negative,2023-06-11 11:41:34,,Missing additional context.,N_Neutral,,"Yeah, I agree with Tamara",Negative,1
1610,"Poceni delovno silo, ki jo bo potreboval, šoferje, tajnice in najbrž tudi občinske svetnike pa bo uvozil iz drugih balkanskih držav.",2023-05-24 19:15:18,,Implied opinion. accusatory,Negative,2023-06-11 11:42:04,,Hint of sarcasm,Negative,,,Negative,0
1611,"Jaz sem zaskrbljen, kaj bo z našimi kmeti v novi finančni perspektivi, ko bodo drugačne subvencije, ko bodo ukinjene mlečne kvote.",2023-05-24 19:15:25,,,Negative,2023-06-11 11:42:36,,Explicit opinion,Negative,,,Negative,0
1612,Ta pravica pa je v novem zakonu nepričakovano in v celoti črtana.,2023-05-24 19:15:30,,,Negative,2023-06-11 11:42:53,,,N_Neutral,,I agree,Negative,1
1613,"Zanimivo je, da se tu strokovnjakov ne upošteva.",2023-05-24 19:15:35,,,Negative,2023-06-11 11:43:27,,Sarcasm,Negative,,,Negative,0
1614,Tudi tukaj je žal pred nami ena tragična zgodovinska reminiscenca in primerjava z letom 1990.,2023-05-24 19:15:41,,,Negative,2023-06-11 11:43:44,,,Negative,,,Negative,0
1615,Slovenija potrebuje napredno gospodarstvo kot vse ostale družbene stebre za svoj nadaljnji razvoj.,2023-05-24 19:15:51,,Statement.,P_Neutral,2023-06-11 11:44:01,,,P_Neutral,,,P_Neutral,0
1616,"Prav tako pa tudi to, da vendarle damo težo informacijskim znanostim, ki so podporno okolje dejansko področju znanosti in visokega šolstva še posebej, pa tudi širše v družbi.",2023-05-24 19:17:07,,,P_Neutral,2023-06-11 11:44:54,,,Positive,,It is a statement,P_Neutral,1
1617,Verjetno ga bodo zasmehovali in se mu norčevali skozi celo devetletno izobraževanje osnovne šole.,2023-05-24 19:17:11,,,Negative,2023-06-11 11:45:00,,,Negative,,,Negative,0
1618,"Zaradi tega, ker enostavno bomo ugovor vesti uveljavljal kar na vseh področjih.",2023-05-24 19:17:30,,Explicit opinion.,Negative,2023-06-11 11:45:06,,,Negative,,,Negative,0
1619,"To se pravi, da strokovnjaki, ki pripadajo psihiatrični stroki, sami opozarjajo na neke vrste neravnovesje v nadzoru nad to dejavnostjo.",2023-05-24 19:18:09,,,Negative,2023-06-11 11:45:22,,,N_Neutral,Statement indeed. ,I still think this is more of a statement,N_Neutral,1
1620,"Srečno vsem trem, srečno okrepljeni Vladi in pa srečno Sloveniji!",2023-05-24 19:18:21,,Maybe procedural.,P_Neutral,2023-06-11 11:46:35,0.0,,Positive,I would agree as it is extremly positive. ,"I am under the impression that this is positive, but open to discuss :)",Positive,1
1621,"Obema kandidatkama želim dobro počutje med novimi sodelavci in vso srečo pri vodenju obeh ministrstev, seveda pa obe kandidatki dobita tudi moj glas.",2023-05-24 19:18:59,,,Positive,2023-06-11 11:46:53,,,Positive,,,Positive,0
1622,"Mislim, da je to popolnoma napačna in neumestna logika.",2023-05-24 19:19:03,,,Negative,2023-06-11 11:47:00,,,Negative,,,Negative,0
1623,"Naročnik o tem, potem poroča o vsaki izvedeni nabavi uradu Vlade pristojnemu za centralno cenovno evidenco.",2023-05-24 19:19:30,,Statement. nothing inherently negative.,P_Neutral,2023-06-11 11:47:24,,,P_Neutral,,,P_Neutral,0
1624,"In ko kdo z lahkotnostjo govori o klinično mrtvi pravni državi,,naj ne pozabi, da s tem na smrt obsoja tudi državo.",2023-05-24 19:20:22,,,Negative,2023-06-11 11:47:41,,,Negative,,,Negative,0
1625,"Mi smo poskušali popravljati zakon v tistih členih, ki je najbolj sporen.",2023-05-24 19:21:53,,,N_Neutral,2023-06-11 11:48:20,,,N_Neutral,,,N_Neutral,0
1626,"S tem, da objekti v izmeri 972 m˛, ki so uporabni, sploh niso bili ovrednoteni.",2023-05-24 19:22:45,,I think this implies opinion.,Negative,2023-06-11 11:48:39,,,Negative,,,Negative,0
1627,"Torej vsi cilji so pa usmerjeni v to, vsa dejavnost je usmerjena v to, da bosta pa dva najtežja odseka dokončana do konca leta 2004.",2023-05-24 19:26:16,,,P_Neutral,2023-06-11 11:50:03,,,Positive,,"Ohh no, this is a statement",P_Neutral,1
1628,"Potem naprej: družina oziroma družinska sreča 85 in pol odstotka, mir, varnost 52 % in tako dalje.",2023-05-24 19:27:59,,,P_Neutral,2023-06-11 11:50:26,,,P_Neutral,,,P_Neutral,0
1629,Tako bo dolžnik sam lahko preprečil marsikatero težko situacijo.,2023-05-24 19:28:13,,Positive consequences.,P_Neutral,2023-06-11 11:50:59,,,P_Neutral,,,P_Neutral,0
1630,"V obdobju od leta 2004 do leta 2009, torej v petletnem obdobju, je bilo v imeniku odvetnikov vpisanih 439 novih odvetnikov.",2023-05-24 19:30:50,,,P_Neutral,2023-06-11 11:51:10,,,P_Neutral,,,P_Neutral,0
1631,"Poglejte, svoj čas je bil referendum, zdaj ne glede na to kar je rekel Zmago Plemeniti Jelinčič, 57 % volivcev se je odločilo tako kot se je odločilo.",2023-05-24 19:31:56,1.0,Confusing??,P_Neutral,2023-06-11 11:54:07,1.0,"Has almost all three sentiments in it, also hard to decide if he likes the outcome of not...",N_Neutral,,I agree with Tamara,P_Neutral,1
1632,"Resnično, to se dogaja, to se meni zdaj dogaja.",2023-05-24 19:32:01,,,Negative,2023-06-11 11:54:36,1.0,Missing context,P_Neutral,,What was I thinking here? I agree with Tamara,Negative,1
1633,"Ker posebni zastaralni rok v zakoniku še ni urejen, torej ni razlogov, da posebnega zastaralnega roka ne bi na novo uredili v novem tretjem odstavku 95. člena.",2023-05-24 19:33:00,,"Statement, suggestion.",P_Neutral,2023-06-11 11:55:09,,,P_Neutral,,,P_Neutral,0
1634,"Ključno vprašanje je, kako danes v Sloveniji ustvariti dobro poslovno okolje za razcvet gospodarstva.",2023-05-24 19:33:44,,,P_Neutral,2023-06-11 11:55:23,,,P_Neutral,,,P_Neutral,0
1635,"Glavni promotor investicije v TEŠ 6 so v SD, šaleška posadka s Kontičem in Mehom.",2023-05-24 19:34:57,,I think this has a negative sentiment.,N_Neutral,2023-06-11 11:55:42,,,Negative,,It is still a statement,N_Neutral,1
1636,"Kar se tiče pa našega predloga in rešitve, pa seveda soglašam popolnoma z vsebino, tako razpravljavca gospoda Potrča kot gospe Krebsove.",2023-05-24 19:35:26,,,Positive,2023-06-11 11:56:10,,,Positive,,,Positive,0
1637,"Poznamo relief naše domovine, koliko je dolin, koliko hribov in kotlin, in v vseh teh predelih Slovenije nekaterih televizijskih programov ne bo mogoče gledati.",2023-05-24 19:36:06,,Statement with realism.,N_Neutral,2023-06-11 11:56:37,,,N_Neutral,,,N_Neutral,0
1638,"In sprašujem se, ali je sprejemanje nekih ukrepov, ki nekaj prepovedujejo, črtajo in tako naprej, prava pot.",2023-05-24 19:36:31,,,Negative,2023-06-11 11:56:59,,,N_Neutral,,I guess it is mildly expressed negative sentiment,Negative,1
1639,"Pelinolistna ambrozija je lahko ljudem škodljiva rastlina, ker njen cvetni prah povzroča alergije: astmo, sezonske dihalne težave in podobno.",2023-05-24 19:36:38,,,N_Neutral,2023-06-11 11:57:07,,,N_Neutral,,,N_Neutral,0
1640,"V Levici smo vedno jasno zastopali stališče, da naj bosta zasebno in javno ločena, in da je javno šolstvo tisto, za katerega mora skrbeti država.",2023-05-24 19:37:09,,Very weak although some opinion.,P_Neutral,2023-06-11 11:57:40,,,P_Neutral,,,P_Neutral,0
1641,"Obenem pa pričakujemo, da ima Vlada pripravljen načrt odprave tega primanjkljaja in s tem povezanega zunanjega dolga, ki bo občutno narasel.",2023-05-28 01:13:24,,"First part positive, second negative.",M_Positive,2023-06-11 11:59:23,1.0,,N_Neutral,I agree with negative sentiment here. ,I really do not see the second sentiment.,N_Neutral,1
1642,"S tem se kršijo moje pravice, in ne govoriti, da se mi nič ne jemlje, kajti jaz ne želim, da moje otroke vzgaja takšna skupnost.",2023-05-28 01:13:30,,,Negative,2023-06-11 11:59:30,,,Negative,,,Negative,0
1643,"Prvič, zato, če bomo ugotovili, da nič ni narobe, bodo vsi morali utihniti in nehati pisati o tem in boste zmagovalci.",2023-05-28 01:13:51,,,P_Neutral,2023-06-11 11:59:43,,,Negative,What is this??? Katja is absolutely right. Very negative. ,Ohh I reallllyyyyyy think this is very accusative and negative,Negative,1
1644,"Jaz mislim, da se tako kolegi na eni in drugi strani glede svojih odločitev ta trenutek nahajamo v mat poziciji.",2023-05-28 01:14:27,,"Although explicit opinion,not string enough.",N_Neutral,2023-06-11 12:00:16,,,Negative,"To me this represents opinion as it includes the speaker ""mislim"". Also mat positon seems really bad. ","To some degree I agree, but would like to discuss further",Negative,1
1645,"Jaz upam, da nihče ne verjame, da bo večno v vlogi vladajočega, ampak te pozicije se pač pogosto zamenjajo.",2023-05-28 01:16:54,,,N_Neutral,2023-06-11 12:01:01,,,N_Neutral,,,N_Neutral,0
1646,"To je tisto, kar v resnici daje temelj demokracije.",2023-05-28 01:17:31,,statement,P_Neutral,2023-06-11 12:01:13,,,P_Neutral,,,P_Neutral,0
1647,"Slišimo očitke, da se s tem zakonom avtonomija univerze zmanjša ali celo popolnoma izniči.",2023-05-28 01:17:48,,implied opinion,Negative,2023-06-11 12:01:35,,,N_Neutral,,It is negative,Negative,1
1648,"Trg električne energije je namreč zelo občutljiv sistem, ki potrebuje hitre odzive, po drugi strani pa je ekonomsko neusmiljen in sledi predvsem zakonitostim ponudbe in povpraševanja.",2023-05-28 01:18:11,1.0,very neutral statement,P_Neutral,2023-06-11 12:02:12,,,N_Neutral,,I agree that it is very neutral,P_Neutral,1
1649,"A, gospe in gospodje, spremenila ga je diplomatska izolacija, vojaška okupacija in ekonomska devastacija držav, enaka, kot jo tudi za bodoče pridiga vaša resolucija.",2023-05-28 01:18:25,,accusatory,Negative,2023-06-11 12:02:29,,,Negative,,,Negative,0
1650,"Zato bo tudi od prilagodljivosti naše fiskalne politike odvisna naša odzivnost na pričakovane, pa tudi nepričakovane zunanje in notranje ekonomske šoke.",2023-05-28 01:18:58,,very neutral,P_Neutral,2023-06-11 12:03:09,,,P_Neutral,,,P_Neutral,0
1651,"Sosedska pomoč kot nelojalna konkurenca obrtnikom je nelogična, kajti obrtniki delajo za denar in za preživetje.",2023-05-28 01:19:22,,I think this is implied opinion,Negative,2023-06-11 12:04:05,,,Negative,,,Negative,0
1652,"Bistvo 36. člena je, da ureja pravico javnega posojanja v [[...]]",2023-05-28 01:19:49,1.0,Something is missing? neutral.,P_Neutral,2023-06-11 12:04:12,,,P_Neutral,,,P_Neutral,0
1653,"Toda nekatere srhljive prakse, ki smo jim bili priča v zadnjem mesecu, nas ne smejo in nas tudi ne bodo ustavile ali prestrašile.",2023-05-28 01:20:27,,"1. part negative, 2. part positive.",M_Positive,2023-06-11 12:05:45,,,M_Positive,,,M_Positive,0
1654,"K vaši odločitvi in z osebnim hotenjem do študentov upravičeno naravnanega upravljanja s sredstvi študentskega sklada, študentskega dela, z vljudnostnimi pozdravi.",2023-05-28 01:20:51,,,Positive,2023-06-11 12:06:39,1.0,Illogical statement,N_Neutral,"I have no idea what this is. I know that the second part looks polite, but I have no idea what the sentance actually means ot is trying to say. This label is up in the air",,P_Neutral,1
1655,"Ironično je, da smo v razpravi lahko poslušali grmenje desnice, ki ta zakon predlaga, češ, kako imamo pri nas državne šole.",2023-05-28 01:21:03,,accusatory,Negative,2023-06-11 12:07:00,,,Negative,,,Negative,0
1656,Razvoj prava v prekrških v Sloveniji je precej živahen že vse od leta 1945.,2023-05-28 01:21:43,,statement,P_Neutral,2023-06-11 12:07:49,,Sarcasm,Negative,"I quess I could see that  the word živahen could give it a negative sentiment (I'm not sure it does in this case), I just don't think of this as fully negative. Maybe N_Neutral. ",,N_Neutral,1
1657,"Nismo kupovali ničesar, kar ne potrebujemo, pač pa nekaj, kar nam bo lahko usodno spremenilo naše možnosti pri preprečevanju širjenja okužb v morebitnem drugem valu epidemije.",2023-05-28 01:22:01,,,P_Neutral,2023-06-11 12:08:09,,,Positive,I agree with Katja - usodno.,,Positive,1
1658,"Kje so ti rezultati vlade Boruta Pahorja in vladajoče koalicije SD, LDS, Zares in tudi DeSUS – tudi oni so del tega.",2023-05-28 01:22:21,,"implied opinion,accusatory.",Negative,2023-06-11 12:08:23,,,Negative,,,Negative,0
1659,Sam bi uporabil kar izraz atentat na javne finance.,2023-05-28 01:22:26,,,Negative,2023-06-11 12:08:31,,,Negative,,,Negative,0
