,ID,text,tag_tamara,tag_katja,comments_tamara,comments_katja,flagged_tamara,flagged_katja,chair,final_tag,sent_tamara,sent_katja
30,ParlaMint-SI_2006-01-11-SDZ4-Izredna-14.u60,"Spoštovane poslanke in spoštovani poslanci! Nadaljujemo sejo državnega zbora, in sicer, prehajamo na glasovanje zbora o predlogih odločitev. Preden preidemo na glasovanje, prosim poslanke in poslance, da preverijo delovanje glasovalnih naprav, in sicer mora na desni strani vložene kartice goreti oranžna lučka; v tem primeru se glasovanje lahko opravi. Vidim, da ni težav z glasovalnimi napravami. Prehajamo na prekinjeno 1. točko dnevnega reda. Odločali bomo o predlogu sklepa o imenovanju petih članov programskega sveta RTV Slovenija, na podlagi šeste alineje šestega odstavka 17. člena zakona o RTV Slovenija. Glasujemo. Navzočih je 75 poslank in poslancev, za je glasovalo 57, proti 9. [[Za je glasovalo 57.]] [[Proti 9.]] Ugotavljam, da zbor predlagani sklep sprejel. Zaključujem 1.a točko dnevnega reda. Prehajamo na odločanje o predlogu sklepa o imenovanju 16 članov programskega sveta RTV Slovenija, na podlagi sedme alineje šestega odstavka 17. člena zakona o RTV Slovenija. Ob tem vas želim opozoriti, da bo v skladu z devetim odstavkom 17. člena zakona o RTV Slovenija sklep sprejet, če bo zanj glasovala večina poslank in poslancev, to je 46 ali več. Za obrazložitev glasu imamo več prijav. Ali kdo od prijavljenih želi najprej v imenu poslanske skupine? Gospod Sajovic, izvolite, imate besedo.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
31,ParlaMint-SI_2004-07-15-SDZ3-Redna-38.u133,"Hvala lepa za besedo. Spoštovane kolegice in kolegi, predstavniki vlade! Danes se v glavnem dodeljujejo poroštva vladi Republike Slovenije, da bo izvedla kateregakoli od teh projektov. Lahko za marsikoga to pomeni svetel dan, za marsikoga, ki pa dobro pozna, je lahko to tudi črni dan za Slovenijo, kajti vsa poroštva in vse kredite, ki si jih bomo najeli, bo treba nekoč plačati. In verjetno jih bo še težje plačati ob takšnem gospodarjenju, kot se sicer sedaj odvija. Ravno sedaj smo dobili, včeraj, predvčerajšnjim, informacijo, kaj se dogaja z zdravstvenim zavarovanjem. 30 milijard deficita in, spoštovane gospe in gospodje, to ni prava pot. Ta naslov, torej za najem kredita za spodbujanje regionalnega razvoja in ohranjanje poseljenosti, je seveda zelo lep in obljublja marsikaj. Tudi v obrazložitvi je navedeno, da se bo s tem povečala konkurenčnost podjetniškega sektorja, razvoj, izvozna struktura, razvoj človeških virov in zaposlovanje, ohranjanje poseljenosti, razvoj podjetništva, spodbujanje naložb, zlasti s tehnološkim ozadjem oziroma s tehnološko komponento. Hkrati pa je dana tudi informacija, da obstoječi javni sklad, ki bo najel kredite, nima več ustreznega denarja iz naslova lastninskega preoblikovanja, kajti denar je porabljen. To je pač ta stvarnost. Tam bi rad vas opozoril, kako pravzaprav poteka pa potem financiranje v praksi. Ena je zgodba o najetju kredita, zagotovitev sredstev, kriteriji, pod katerimi se bo delilo - to je napisano - kateri so cilji, ki jih bomo dosegali - ki smo jih prej omenili - ampak kako se pa to dela v praksi. V maju je bil objavljen razpis za spodbujanje turističnih destinacij. To sem tudi že v poslanskem vprašanju opozoril. Razpis je bil tak, usmerjen za razvoj turističnih destinacij, zlasti na tistih koncih Slovenije, ki so zapostavljeni, ki so neprimerno razviti. Potem pa se je iz postopka dodeljevanja sredstev ugotovilo, da bodo šla ta sredstva predvsem v tiste kraje, ki so že tako ali tako bogati. Štiri ključne destinacije so bile izbrane, in sicer Portorož, Kranjska Gora, Ptujske toplice in mariborsko Pohorje. Niso pa bila sredstva dodeljena tistim, ki bi ta denar resnično potrebovali. To so kraji, ki imajo neke zasnove za turističen razvoj, nimajo pa ustreznega kapitala. In tem destinacijam oziroma tem okoljem bi morali zagotoviti sredstva. Sredstva se dodeljujejo po sistemu, kdor prvi pride, prvi melje. Ja, seveda,do izčrpanja sredstev, tako je navedeno. Kdo stoji za temi prijavami? Velike kapitalske združbe, povezane z vladajočo elito. Kdo so prijavitelji, se da jasno izpostaviti. Izbrane so bile štiri regije. Določen del teh sredstev bo šel kot substitut za zagotovitev nacionalnih programov. Torej ne gre za dodano vrednost, ki naj bi jo zagotovili iz razvojnih in mednarodnih skladov, ampak tisto, kar bi moralo biti že iz nacionalnih programov, iz nacionalnih sredstev. Seveda nacionalnih sredstev tam nič ni, ker sože zapravljena. Na ta način se bo Slovenija spremenila v neto plačnico namesto neto prejemnico, če ta sredstva ne bodo primerno izkoriščena. To je pravzaprav zgodba, ki se odvija v ozadju najetja, recimo, takšnega kredita. Seveda, ker denarja ni, ste nas prisilili, da je treba zagotoviti to poroštvo, ker so pač kašče prazne.",Negative,Negative,"Charged, obviously disagrees with things done. ",,,,False,Negative,Negative,Negative
32,ParlaMint-SI_2017-03-22-SDZ7-Redna-28.u118,"Hvala lepa. Ker je tema taka, da se pogovarjamo o ukrepih, ki bi dejansko omogočali nek pozitiven pogled na družinsko politiko, mislim, da je treba še enkrat poudariti, ko se sklicujete na mnenje Vlade, da je bila ugotovljena nelogičnost in neenakopravno obravnavanje staršev glede na enak dohodkovni položaj družin in tako naprej. Moram poudariti, da se to še vedno dogaja, ker so cene vrtcev po Sloveniji različne. Ne glede na dohodkovni razred so cene različne. In potem je tudi glede na dohodkovni razred lahko nek tretji plačilni razred vrtca v neki občini kar za nekaj deset evrov dražji kot v neki drugi občini, pa imajo enak dohodek, ki je izračunan preko centrov za socialno delo. Tako da se to še vedno dogaja. In zdaj vlečete, da je bilo to očitano. Tako je še vedno, pa ni odpravljeno. Zato pa pravim, da je treba razmisliti o ukrepih družinske politike. Bilo je rečeno, da bo nekaj vplivalo ali ne bo vplivalo. Glejte, jaz imam tukaj razpredelnico glede gibanja števila rojstev od leta 1980 do leta 2015. In ukrep, ki je bil sprejet leta 2008, je dejansko bil ukrep, ki je močno dvignil število rojstev v Sloveniji. Po tistih, kot je že kolega Tonin povedal, ko smo imeli najnižjo stopnjo ali najnižje število rojstev, to je bilo od leta 2001 do leta 2004, ko se je rodilo nekje med 17 tisoč 477 in 17 tisoč 961 leta 2004. Potem sta bili dve leti oziroma tri leta, ko so se gibala rojstva nekje med 18 tisoč do 19 tisoč. Potem pa leta 2008 prvič pride po praktično desetih letih na 21 tisoč 817 in potem v letu 2009 21 tisoč 856. Se pravi, v prvem letu razlika 49. Ampak potem je zanimivo, v letu 2010 22 tisoč 343, to pomeni 421 več rojstev. V letu 2011 21 tisoč 947. V letu 2012 21 tisoč 938. Se pravi, je bila stopnja nekoliko drugačna. Potem pa že leta 2013 21 tisoč 100 in tako naprej in zdaj sem nam še vsako leto zmanjšuje. In resnično sem pričakovala glede na podatke to, kar so v Italiji naredili, bil je naslov V Italiji je rekordno nizka nataliteta in je premier Paolo Gentiloni dejansko čez noč, že dan po objavi uradnih podatkov statističnega urada, napovedal velikodušno družinsko politiko. Za podporo družinam naj bi tako letos namenili 600, prihodnje leto pa kar 700 milijonov, prav tako naj bi bili večje podpore deležni tisti starši, ki imajo otroke v vrtcih. Se pravi, oni so se takoj po objavi zbudili, praktično, in videli, da je nekaj narobe in da je treba nekaj narediti. Mi pa smo imeli lansko leto predstavitev teh podatkov Umarja v unionski dvorani, tam je bila tudi kolegica vodja Poslanske skupine SMC Simona Kustec Lipicer in resnično sem pričakovala, da se bo nekaj zgodilo, ker je predstavnik Umarja gospod Vasle povedal, kakšno je stanje. In kar sem rekla tukaj – je predstavnica največje koalicijske stranke pa bo vendarle nekaj se naredilo v to smer. Po enem letu ni nič. In sem rekla, skrajnji čas je, da se tega ozavestimo, da o tem razpravljamo, zato je Poslanska skupina Nove Slovenije že dvakrat vložila sklepe v podporo pozitivnim demografskim trendom, tudi nedolgo nazaj, nekaj mesecev oziroma v jesenskem času je bilo, in je bilo rečeno, da bo vse boljše, ko bomo dobili resolucijo o dolgoživi družbi, do 31. marca. Če se ne motim, je to čez nekaj dni. Veselim se je, jo pričakujem, da bom vendarle imela v rokah to resolucijo dolgožive družbe, da bom videla, kaj se predvideva. Upam, da bo nekoliko drugačna, kakor je bila Vizija Slovenije do leta 2050, da bo kakšne izračune imela, ker drugače si ne znam predstavljati neke resne, odgovorne politike. Resnično je, na nek problem se lahko vedno odzovemo na dva načina. Ali se z njim spopademo ali pa ga ignoriramo in se delamo, kot da ga ni. Kaj in kako se bomo mi odločili glede tega problema? Ali ga bomo začeli reševati ali se bomo še nadalje, sicer dobro leto pred volitvami, delali, da ga ni in da ne obstaja? To je tudi seveda vprašanje za največjo koalicijsko stranko. Ali se bomo lotili tega problema in začeli na nek način po korakih reševati ali ne? Vidimo, da Italija se je to odločila, da bodo poskrbeli za svojo demografijo, za obstoj svojega naroda, mi pa se nekako kar ne moremo odločiti, pa kljub temu da je Vlada kljub že sprejetemu proračunu v preteklosti namenila 200 milijonov, različnim potrebam se je razdelilo. Tukaj pa govorimo o 10 milijonih, pa nič od tega. Pa se govori, kot da je to ne vem kakšen nedosegljiv denar. 200 milijonov je bilo razdeljenih po sprejetem proračunu.",Negative,Negative,"Negative, expressive about nothing changing. ","Midly negative in the first part, but then very accusatory in the second.",,,False,Negative,Negative,Negative
33,ParlaMint-SI_2019-11-26-SDZ8-Redna-13.u66,"Spoštovani podpredsednik Državnega zbora, hvala za besedo! Spoštovane kolegice, kolegi, spoštovani minister za kulturo! Egregio vicepresidente della Camera di Stato, grazie per la parola. Egregi deputati, egregio ministro per la cultura! Tisztet Hölgyeim és Uraim! Poslanska skupina italijanske in madžarske narodne skupnosti podpira zakon o zagotavljanju sredstev za določene nujne programe Republike Slovenije v kulturi. Zakon bo omogočil sedemletno državno financiranje ali sofinanciranje na javni razpis ali poziv prispelih primerno pripravljenih projektov s sedmih nujnih programov v skupni vrednosti 122,6 milijona evrov. Jezik in kultura, kulturna dejavnost avtohtone italijanske in madžarske narodne skupnosti v maternem jeziku je temelj narodne identitete. Zato je potrebno pri tem posebno pozornost nameniti tudi ohranjanju izvirnega kulturnega izročila dediščine omenjenih skupnosti. V Poslanski skupini italijanske in madžarske narodne skupnosti zaradi tega pričakujemo, da bo v okviru omenjenih sedmih nujnih programov omogočeno tudi financiranje ali sofinanciranje projektov, pomembnih za obstoj in razvoj obeh narodnih skupnosti. V to sodijo tudi gradnja gradnikov infrastrukture za jezike narodnih skupnosti v digitalnem okolju, ohranjanje kulturne dediščine omenjenih skupnosti ter obnova pomembnih kulturnih spomenikov omenjenih skupnosti, ki so del skupnega večkulturnega prostora. Želimo si, da bi bilo te projekte mogoče izvesti tudi kot čezmejne skupaj s slovenskima narodnima skupnostnima v Italiji in na Madžarskem. Hvala.",Positive,Positive,Wishful. ,Explicit support and positive opinion.,,,False,Positive,Positive,Positive
34,ParlaMint-SI_2013-07-09-SDZ6-Redna-16.u110,"Glede na parlamentarne počitnice in glede na resnost tega projekta in črpanje teh evropskih sredstev, jaz pričakujem od obeh ministrov pisni odgovor.",N_Neutral,N_Neutral,"Very short, a bit of a rush, but not fully negative. ","Not a lot of context, but slight negative connotation.",,,False,N_Neutral,Neutral,Neutral
35,ParlaMint-SI_2013-09-23-SDZ6-Redna-17.u238,"Hvala. Izvolite, gospod minister.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
36,ParlaMint-SI_2008-06-03-SDZ4-Izredna-37.u175,"Hvala. Replike na repliko, ni lahko se pa oglasite gospod minister.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
37,ParlaMint-SI_2004-04-20-SDZ3-Izredna-43.u207,"Želim, da mi čimprej odgovori pisno.",N_Neutral,P_Neutral,Rushed,"Procedural. Could also be N_Neutral, but since we do not have more more context, I would go with P_Neutral",,1.0,False,,Neutral,Neutral
38,ParlaMint-SI_2012-11-19-SDZ6-Redna-08.u210,"Hvala lepa. Še dopolnitev, gospod Horvat. Izvolite.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
39,ParlaMint-SI_2006-12-01-SDZ4-Izredna-24.u104,Hvala. Besedo ima gospod Germič.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
40,ParlaMint-SI_2013-11-27-SDZ6-Redna-19.u219,Hvala. Dr. Ljubica Jelušič bo predstavila stališče Poslanske skupine Socialnih demokratov.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
41,ParlaMint-SI_2008-11-07-SDZ5-Izredna-01.u129,"Hvala lepa, predsednik. V Poslanskem klubu Liberalne demokracije Slovenije smo se o tem temeljito pogovorili in najprej na začetku bi se želel v imenu poslanske skupine zahvaliti za dosedanjo korektno sodelovanje in opravljeno delo gospodu mag. Lovru Lončarju. Moramo reči, da kljub temu da smo bili cel mandat v opoziciji, seveda zaradi tega nikdar in nikoli nismo imeli drugačnega statusa ali drugačne obravnave in so se vse zadeve uresničevale korektno. Prepričani smo, da je izbira novega predsednika Državnega zbora ravno tako dobra in ustrezna. Smo stranka, ki spoštuje svobodo, predvsem pa svobodno izbiro. Omogočili jo bomo z večinskim mnenjem Kolegija Državnega zbora tudi našemu predsedniku, tako kot v nadaljnjih točkah, tudi seveda s prosto izbiro sodelavk in sodelavcev na številnih drugih področjih, že takoj danes pa tudi pri glasovanju o pomočnikih varuhinje človekovih pravic. Hvala lepa.",Positive,Positive,Approval,,,,False,Positive,Positive,Positive
42,ParlaMint-SI_2010-02-02-SDZ5-Redna-13.u192,Hvala lepa. V imenu Poslanske skupine Slovenske ljudske stranke bo glas obrazložil gospod Radovan Žerjav.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
43,ParlaMint-SI_2016-03-04-SDZ7-Redna-16.u108,Obrazložitev glasu v imenu Poslanske skupine SMC ima mag. Dušan Verbič.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
44,ParlaMint-SI_2006-06-22-SDZ4-Redna-18.u133,Hvala. Mag. Franc Capuder bo predstavil stališče poslanske skupine Nove Slovenije. Prosim.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
45,ParlaMint-SI_2015-11-19-SDZ7-Redna-13.u172,"Hvala za besedo, predsednik. Lep pozdrav kolegicam in kolegom, državni sekretarki! Glejte, meni malo tlak dvignejo taki poskusi. Če povem malo za primerjavo, bi tudi pri samostojnem podjetniku morali plačati zaposleni, solidarno nositi izgubo, tako kot na kmetiji po vašem. Ali pa po drugi strani imamo primer nekih skupnosti, ki imajo stalna bivališča na centru za socialno delo, pa živijo v hišah, pa ne plačujejo nič, tudi kazni za prekrške se jim ne morejo zaračunavati od socialnih prejemkov, pa se vozijo z dragimi avtomobili in živijo v hišah na tujem zemljišču. A zdaj želite še kmete oziroma njihova gospodinjstva, njihove člane na nek način prisiliti, da se poslužujejo takih primerov, da bodo prijavljeni nekje drugje, za vsak slučaj, da slučajno davčna ne pride in kaj zaračuna? Eden bo v zidanici, eden bo na vikendu, eden bo pa doma, da se bo izognil temu. Mislim, da je ta poskus protiustaven. Nekdo, ki živi v neki hiši, v nekem gospodinjstvu, hodi v službo, dobiva plačo, drugi pa je, recimo, pravna oseba, ki se preživlja izključno s kmetovanjem. Zdaj ni več tako, kot je bilo včasih, vsi zjutraj na delo, vsi delajo na kmetiji in vsi vsi dobijo neke dobrine, ker so včasih delali samo za hrano. Zdaj je to drugače. Zdaj na teh večjih kmetijah s strojem skoraj eden naredi vse. Imajo robote za molžo. Tisti, ki je nosilec kmetije, je tudi lastnik vsega gospodarstva, ostali pa zelo malo pomagajo, razen pri kakšnih večjih opravilih, to je pa nekajkrat letno. In zdaj obremeniti slučajno nekega brata od tega nosilca gospodinjstva, ki živi v istem gospodinjstvu pa hodi v službo, ima čisto svoj denar ali pa koga drugega ali pa recimo starše bremeniti, pokojnino, ali kaj podobnega. Jaz mislim, da to ne gre. Res je, da pravite, da bo najprej izterjava nad kmetijskimi stroji, kmetijskimi zemljišči in še vsem ostalim, potem pa pride še to na vrsto. Jaz se bojim, da pri marsikakšnem kmetu tudi to ne bo dovolj, da bi poplačal vse kredite, ki jih je vzel, glede na situacijo, kakršna je v kmetijstvu. In verjetno tudi vi predvidevate takšne slučaje, zato boste sprejeli ta zakon, da boste res uničili kompletno družino, ne samo tistega, ki je nosilec kmetijskega gospodarstva. Meni se to zdi nepošteno, nepravično, pa mora biti tudi, toliko se ne spoznam, imate pa dosti pravnikov v poslanski skupini, pa bi morali vedeti, da je to po mojem mnenju tudi protiustavno. Mogoče bi bila ta solidarnost primerna pred petdesetimi, sto leti, ko so praktično vsi delali za hrano, da so se preživeli na tej kmetiji. Sedaj pa tega ni več. Razen, če hočete, družinske kmetije, ki so zelo potrebne, ki se bodo začele ukvarjati tudi z nekimi dopolnilnimi dejavnostmi, kjer pa bo potrebnih več rok. A boste zdaj vnaprej poskušali to razkopati, uničiti, da bi se v to smer tudi začeli razvijati? Jaz mislim, da to ni prav, nikakor ni prav, da takšno solidarnost prenašate tudi na celo gospodinjstvo. Ker potem bi morali tudi deooju preprečiti, da firmo pelje v stečaj, registrira drugo firmo in dela naprej, dolžniki pa se poplačajo samo z ustanovitvenim kapitalom 7 tisoč 500 evrov, vse ostalo pa upniki trpijo. Tam bi morali nekaj narediti, kjer se največ malverzacij naredi, ne pa razbijati zdaj še kmetije na takšen način oziroma vsaj ne strašite. Ker pravite, da bo malo takšnih primerov. Verjetno jih res ne bo veliko, ampak nekaj jih pa bo. S tem samo odvračate ljudi, da bi še delali na tej naši zemlji.",Negative,Negative,"Strong, negative words. ",,,,False,Negative,Negative,Negative
46,ParlaMint-SI_2009-06-15-SDZ5-Redna-07.u11,"Se samo strinjam s poslancem, da bo verjetno ta razprava zelo zahtevna. Tisto, kar je bistveno v mojem odgovoru, je, da torej Vlada pripravlja strokovne in druge študije, pripravlja tudi prvi osnutek za usklajevanje med poslanskimi skupinami v tem visokem zboru. Vemo, da je za to potrebna dvotretjinska večina. Slutimo lahko, da bi jo prej dosegli, če bi imeli veliko število pokrajin. Vemo pa, da veliko število pokrajin, zlasti ker, pravilno opozarjate na vprašanje pristojnosti in nalog, lahko pomeni ravno obratno od tistega, kar si Vlada oziroma vsaj sam želim pri tej diskusiji, da damo razvojni vidik v ospredje. Mislim, da takoj, ko damo razvojni vidik v ospredje, preveliko število pokrajin to potem delogira. Torej, mi vsi bomo soočeni, ta visoki dom bo na koncu odločil, kaj je pravi način, pravi kriterij ob prelaganju nalog in pristojnosti na pokrajine, zlasti finančni vidik, in sprejel neko odločitev. Vlada jo bo pripravila.",M_Positive,M_Positive,Hard,"Very confusing - I would say it is a bit neutral, but then again, it ould be mixed - it can have serveral different interpretations.",1.0,1.0,False,M_Positive,Positive,Positive
47,ParlaMint-SI_2014-12-05-SDZ7-Izredna-07.u32,"Jaz sem že enkrat razlagal tukaj, da če hočeš biti kuhar in delati v kuhinji, kjer je vroče, moraš vedeti, da moraš tudi prenesti vročino, ker drugače kuhar ne moreš biti in v vročini se ne da delati. Jaz še nisem videl kuharja, ki dela v ledeni kuhinji, to ne gre. Tako da se boste morali počasi navaditi. Ampak tisto, kar je bolj pomembno od tega, pa je, da ta argument, ki sem ga zdaj na koncu slišal, da gre po nujnem postopku zato, ker drugače se bo rok iztekel – predlagam vam, da tega ne ponavljate več. 90 dni je bilo dovolj časa. Ponavadi Vlada pride že v roku enega meseca takoj s tem zakonom ven in reši vse probleme. Tako da to ni najboljši odgovor, je pa zagotovo drugo vprašanje, ki pa je namenjeno ministru. Glejte, jaz sem prišel z argumenti ven, zakaj državni sekretarji, bodisi politični bodisi strokovni. Jaz verjamem, da minister za finance hoče imeti strokovnjake, ki mu bodo opravili levji delež na štirih različnih področjih. Ne nazadnje je naš strankarski kolega eden od tistih, ki bo k vam prišel za državnega sekretarja na MF, pa bom kljub temu rekel: boljše bi bilo, če bi ga pustili v kabinetu pri predsedniku, ker predsednik, veste, ima to varovalko, predsednik Vlade govorim, da ima lahko državnih sekretarjev zelo veliko, točno iz teh razlogov. Saj če boste pogledali, kateri državni sekretarji v vseh vladah, ne samo v tej, da se razumemo, so sedeli v kabinetu predsednika države, smo se včasih spraševali, kaj delajo tisti državni sekretarji v tisti vladi, v katerikoli vladi seveda. Tam je bilo kakšno takšno politično mesto. Je pa res, da je minister rekel, da bomo za to na Ministrstvu za finance dali tretjega državnega sekretarja. Kdo pa je četrti? Ali potem četrtega ne bo, ali kako? Zakaj pa imamo potem štiri državne sekretarje v zakonu? Jaz mislim, da bo, in to zelo jasno, ker minister ve, kaj hoče imeti. Vi morate še proračun pokriti, kajne. Predvsem pa je nekaj drugega: če hočete začeti delati drugače, tako kot pravite, morate to tudi argumentirati, in iz Zakona o državni upravi ni argumentacije, da bo nekaj drugače, ker je vse to, kar navajate v tem zakonu, že bilo. Jaz sem vam na odboru povedal zelo plastično in zelo natančno, da so vse te spremembe več ali manj že bile – že videno, sprakticirano in ugotovljeno, da je bilo slabo. To je ključen problem in to je ključen očitek z naše strani, da uvajate določene korake, ki niso v redu. Grem čisto konkretno na sam primer, na to, o čemer želim govoriti. Vi v zakonu govorite o tem, da boste uvedli pri informatiki določeno konsolidacijo informatike v procesu, in hočete preskočiti dva koraka in v treh letih narediti vse tisto, kar ste predlagali. Žal ne bo šlo. Vi sami veste, da lahko tisti, ki skače čez ovire in ne gre po vrsti in po fazah, na koncu naredi največ napak. Jaz do danes nisem slišal od ministra, da bo zamenjal glavne sesalce v državni upravi iz področja IT podjetij. Eni in isti, še enkrat, minister, ponavljam, eni in isti že 20 let sesajo to državo, in eni in isti delajo v vsaki vladi programsko shemo, kaj ima za delati in kaj ne. In še več, določa celo dinamiko, kdaj se bo kakšna stvar zgodila. In še več, trdim, da so celo ljudje eni in isti, tudi pri vas, minister, ki so že prej to delali in še pred tem to delali in tako naprej. Zato smo prišli z argumentom, zakaj je zelo dobro, če bi se vrnilo nazaj v situacijo, da gre v vladno službo, zato da bomo zmanjšali sistem korupcije, ker mislim, da predsedniku Vlade ministri ne bodo mogli več na ta način odvzeti tistih korakov oziroma bi se bistveno zmanjšali. Saj korupcije nikoli ne bomo izkoreninili. Tisti, ki to idealizira, je nor. Ampak zmanjšali bi jo pa zagotovo. Dokler se pa to svaljka po vrtičkih po posameznih ministrstvih, nismo naredili pa nič. Mi smo sedaj z enega ministrstva prestavili na drugo ministrstvo, ostalo bo pa vse isto, še ljudje so isti. Še enkrat, minister, zadnjič vas ni bilo na odboru, pa vam bom sedaj povedal: pokličite gospoda Viranta, bivšega ministra, in mu čestitajte, ker vam je zaposlil v ministrstvu cel svoj kabinet oziroma vse zaposlence. Kar je še bolj grozno, oživel vam je sistem, ki ga sam nikoli ni mogel sprovesti, ker smo ga vsi pravočasno zaustavili. Ideja je bila krasna, samo način, kako jo je zapeljal, je pa slab. Vi boste pa to nadaljevali in zato ne verjamem v ta projekt. Če kdo in če kaj vemo, je prav, da to tudi naglas povemo. Zaradi tega ne rabimo biti kritizirani, ker smo na nekaj opozorili. Minister, vse, kar boste danes povedali, vse, kar boste danes naredili – saj zakon bo sprejet, saj boste imeli možnost to speljati –, se vam bo kot kanon vrnilo čez dve leti, ko boste morali na tem istem mestu sedeti in razložiti, zakaj se ni zgodilo vse to, kar pravite, da se bo. Jaz bom počakal. Boste vi? Hvala lepa.",Negative,Negative,"Charged and demanding, also accusing.",,,,False,Negative,Negative,Negative
48,ParlaMint-SI_2014-04-02-SDZ6-Redna-23.u15,Hvala lepa tudi vam. Stališče Poslanske skupine Državljanske liste bo predstavila gospa Kristina Valenčič.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
49,ParlaMint-SI_2001-07-19-SDZ3-Redna-07.u14,Hvala lepa. Mnenje poslanske skupine Demokratične stranke upokojencev Slovenije bo predstavil gospod Anton Delak. Izvolite!,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
50,ParlaMint-SI_2014-11-19-SDZ7-Redna-02.u143,Hvala lepa. Stališče Poslanske skupine Združene levice bo predstavil dr. Matej Vatovec.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
